大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,学费
New York University,Ph.D,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/phd-mathematics/overview/,https://gsas.nyu.edu,
New York University,Ph.D,Mathematics-Atmosphere Ocean Science,文理研究生院,Courant Institute of Mathematical Sciences,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://caos.cims.nyu.edu/dynamic/phd-program/overview/,https://cims.nyu.edu,
New York University,MS,Mathematics,工程学院,NYU Tandon School of Engineering,https://engineering.nyu.edu/admissions/graduate/apply/requirements,https://engineering.nyu.edu/academics/programs/mathematics-ms,https://engineering.nyu.edu,
"University of Wisconsin, Madison",MA,Mathematics,文理学院,College of Letters & Science,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/,https://ls.wisc.edu,
"University of Wisconsin, Madison",MA,Mathematics,文理学院,Department of Mathematics,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/,https://math.wisc.edu,
"University of Wisconsin, Madison",PHD,Mathematics,文理学院,College of Letters & Science,https://guide.wisc.edu/graduate/mathematics/mathematics-phd/#admissionstext,https://math.wisc.edu/graduate/phd-program/,https://ls.wisc.edu,
"University of Illinois, Urbana-Champaign",PHD,Mathematics,文理学院,College of Liberal Arts & Sciences,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics,https://las.illinois.edu,
"University of Illinois, Urbana-Champaign",PHD,Mathematics:Actuarial Science & Risk Analytics ,文理学院,College of Liberal Arts & Sciences,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics,https://las.illinois.edu,
"University of Illinois, Urbana-Champaign",MMS,Master's of Mathematical Sciences ,文理学院,College of Liberal Arts & Sciences,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics,https://las.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,"Applied Mathematics, MS",文理学院,College of Liberal Arts & Sciences,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics,https://las.illinois.edu,
Boston College,Ph.D.,Mathematics,文理学院,Morrissey College of Arts and Sciences,https://www.bc.edu/content/bc-web/schools/morrissey/graduate/admission.html#requirements,https://www.bc.edu/content/bc-web/schools/morrissey/departments/math/graduate.html,https://www.bc.edu/content/bc-web/schools/morrissey.html,
University of Washington,MS,Applied Mathematics (MS),文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-25,https://amath.washington.edu/masters-programs,https://artsci.washington.edu,
University of Washington,MS,Master of Science in Applied and Computational Mathematics,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-15-25,https://amath.washington.edu/masters-programs,https://artsci.washington.edu,
University of Washington,PHD,Applied Mathematics (PhD),文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program,https://www.artsci.washington.edu,
University of Washington,PHD,"Ph.D., Applied Mathematics: Advanced Data Science",文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program,https://artsci.washington.edu,
University of Washington,MA,Mathematics (MA) ,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program,https://artsci.washington.edu,
University of Washington,MS,Mathematics (MS) ,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program,https://artsci.washington.edu,
University of Washington,PHD,Mathematics (PhD) ,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,https://artsci.washington.edu,
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,https://artsci.washington.edu,
"Rutgers University, New Brunswick",MS,Mathematics,文理学院,School of Arts and Sciences,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,https://sas.rutgers.edu,
"Rutgers University, New Brunswick",MS,Mathematics,文理学院,School of Arts and Sciences,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,https://sas.rutgers.edu/,
"Rutgers University, New Brunswick",PHD,Mathematics,文理学院,School of Graduate Studies,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gFfQAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,https://gs.rutgers.edu,
Tufts University,MS,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu/program/mathematics-masters,https://math.tufts.edu/academics/graduate-programs/ms-mathematics,https://asegrad.tufts.edu,
Tufts University,PHD,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu/program/mathematics-doctorate,https://math.tufts.edu/academics/graduate-programs/phd-mathematics,https://asegrad.tufts.edu,
Boston University,MA,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/math/ma-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,https://www.bu.edu/cas/,
Boston University,Ph.D,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/math/phd-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,https://www.bu.edu/cas/,
"Ohio State University, Columbus",PHD,Mathematics,文理学院,College of Arts and Sciences,https://gpadmissions.osu.edu/programs/program.aspx?prog=0129#&&tab=apply,https://math.osu.edu/grad/future/phd,https://artsandsciences.osu.edu/,
"Purdue University, West Lafayette",MS,Mathematics,理学院,College of Science,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,https://www.purdue.edu/science/,
"Purdue University, West Lafayette",PHD,Mathematics,理学院,,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,,
"Purdue University, West Lafayette",PHD,Mathematical and Computational Psychology,健康与人文科学学院,College of Health and Human Sciences,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/mcps.html,https://hhs.purdue.edu/graduate-programs/mathematical-and-computational-psychology/,https://hhs.purdue.edu/,
"University of Maryland, College Park",MS,Applied Mathematics,计算机、数学与自然科学学院,College of Computer,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html,https://cmns.umd.edu/,
"University of Maryland, College Park",PhD,Applied Mathematics,计算机、数学与自然科学学院,College of Computer,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html,https://cmns.umd.edu,
"University of Maryland, College Park",PhD,Mathematics,计算机、数学与自然科学学院,College of Computer,https://gradschool.umd.edu/computermathematicalnatural-sciences/math,https://www-math.umd.edu/graduate/prospective-students/general-information.html,https://cmns.umd.edu,
"Texas A&M University, College Station",Ph.D, Mathematics,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/,https://artsci.tamu.edu/,
"Texas A&M University, College Station",Ph.D, Mathematics,文理学院,College of Arts and Sciences,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/,https://liberalarts.tamu.edu/,
"Texas A&M University, College Station",MS, Mathematics：Teaching track,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsci.tamu.edu,
"Texas A&M University, College Station",MS, Mathematics：Teaching track,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsci.tamu.edu,
"Texas A&M University, College Station",MS, Mathematics,文理学院,College of Arts and Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsandsciences.tamu.edu/,
"Texas A&M University, College Station",MS,Computational Math,文理学院,College of Arts and Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsandsciences.tamu.edu/,
"Texas A&M University, College Station",MS,Industrial Math,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://www.liberalarts.tamu.edu/,
"Texas A&M University, College Station",MS,Math Biology,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsci.tamu.edu/,
"Texas A&M University, College Station",MS, Mathematics,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsandsciences.tamu.edu,
"Texas A&M University, College Station",MS,Computational Math,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://www.liberalarts.tamu.edu/,
"Texas A&M University, College Station",MS,Industrial Math,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://artsci.tamu.edu,
"Texas A&M University, College Station",MS,Math Biology,文理学院,College of Arts & Sciences,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,https://www.artsandsciences.tamu.edu/,
Virginia Tech,PHD,Mathematics,理学院,College of Science,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html,https://www.science.vt.edu,
Virginia Tech,MS,Mathematics ,理学院,College of Science,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html,https://www.science.vt.edu/,
Lehigh University,Ph.D,Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,https://cas.lehigh.edu,
Lehigh University,MS,Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,https://cas.lehigh.edu,
Lehigh University,MS,Applied Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,https://cas.lehigh.edu,
Lehigh University,Ph.D,Applied Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,https://cas.lehigh.edu,
University of Rochester,Ph.D,Mathematics,文理学院,School of Arts & Sciences,https://www.sas.rochester.edu/mth/graduate/apply.html,https://www.sas.rochester.edu/mth/graduate/index.html,https://www.sas.rochester.edu,
Wake Forest University,MA, Mathematics (MA),文理研究生院,Graduate School of Arts & Sciences,https://math.wfu.edu/prospective-students/,https://math.wfu.edu/grad-program-description/,https://gradschool.wfu.edu/,
University of Georgia,MA,Mathematics,文理学院,Franklin College of Arts and Sciences,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/ma-degree-mathematics,https://www.franklin.uga.edu,
University of Georgia,PHD,Mathematics,文理学院,Franklin College of Arts and Sciences,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/phd-degree-mathematics,https://franklin.uga.edu,
University of Georgia,MS,Master of Applied Mathematical Sciences,文理学院,Franklin College of Arts and Sciences,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/master-applied-mathematical-sciences-mams,https://www.franklin.uga.edu/,
Northeastern University（Boston）,PHD,Math ,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/connected-science-community-and-mathematics-phd-program/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Applied Math,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Applied Math,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Math ,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Math ,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Math  Operations Research,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/msor/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Math  Operations Research,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/msor/,https://cos.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Applied Mathematics（College of Science）,Global Pathways项目,College of Science,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/applied-mathematics/,https://cos.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Applied Mathematics（College of Science）,Global Pathways项目,College of Science,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/applied-mathematics/,https://cos.northeastern.edu/,
Northeastern University（Boston）,硕士预科项目,Operations Research: Mathematics（College of Science）,Global Pathways项目,College of Science,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/operations-research-mathematics/,https://cos.northeastern.edu/,
Northeastern University（Boston）,硕士预科项目,Operations Research: Mathematics（College of Science）,Global Pathways项目,College of Science,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/operations-research-mathematics/,https://cos.northeastern.edu/,
Florida State University,PHD,Pure Mathematics ,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu,
Florida State University,MS,Pure Mathematics ,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu,
Florida State University,PHD,Applied & Computational Mathematics,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu/,
Florida State University,MS,Mathematics,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu,
Florida State University,MS,Mathematical Statistics,文理学院,College of Arts and Sciences,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://artsandsciences.fsu.edu,
Florida State University,MS,Mathematical Statistics,文理学院,College of Arts and Sciences,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://artsandsciences.fsu.edu,
Case Western Reserve University,MS ,Mathematics,文理学院,College of Arts and Sciences,https://mathstats.case.edu/admission/,https://case.edu/programs/mathematics-ms,https://artsci.case.edu/,
Case Western Reserve University,PhD,Mathematics,文理学院,College of Arts and Sciences,https://mathstats.case.edu/admission/,https://case.edu/programs/mathematics-phd,https://artsci.case.edu/,
Case Western Reserve University,Ph.D,Applied Mathematics,文理学院,College of Arts and Sciences,https://mathstats.case.edu/admission/,https://case.edu/programs/applied-mathematics-phd,https://artsci.case.edu/,
Case Western Reserve University,MS,Applied Mathematics,文理学院,College of Arts and Sciences,https://mathstats.case.edu/admission/,https://case.edu/programs/applied-mathematics-ms,https://artsci.case.edu/,
"University of Minnesota, Twin Cities",PHD,Mathematics Ph.D.,理工学院,College of Science and Engineering,https://cse.umn.edu/math/doctoral-admissions,https://cse.umn.edu/math/phd-program,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,College of Science and Engineering,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Industrial and Applied Mathematics,理工学院,College of Science and Engineering,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Math Education ,理工学院,College of Science and Engineering,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,MS Mathematics,理工学院,College of Science & Engineering,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,https://cse.umn.edu/,
College of William & Mary,MS,Applied Science—Applied Mathematics,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/computing-data-sciences-physics/,
College of William & Mary,MS,Applied Science—Mathematical and Computational Biology,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,Ph.D,Applied Science—Applied Mathematics,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/offices/computing-data-sciences-physics/index.php,
College of William & Mary,Ph.D,Applied Science—Mathematical and Computational Biology,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/computing-data-sciences-physics/,
College of William & Mary,MS,Applied Science—Applied Mathematics,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/computing-data-sciences-physics/,
College of William & Mary,MS,Applied Science—Mathematical and Computational Biology,文理学院,College of Arts & Sciences,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/,
College of William & Mary,Ph.D,Applied Science—Applied Mathematics,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/computing-data-sciences-physics/,
College of William & Mary,Ph.D,Applied Science—Mathematical and Computational Biology,文理学院,School of Computing,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/computing/,
University of Connecticut,M.S.,Mathematics,文理学院,College of Liberal Arts and Sciences,https://math.uconn.edu/degree-programs/graduate/admissions/,https://math.uconn.edu/degree-programs/graduate/m-s-in-mathematics/,https://clas.uconn.edu/,
University of Connecticut,Ph.D.,Mathematics,文理学院,College of Liberal Arts and Sciences,https://math.uconn.edu/degree-programs/graduate/admissions/,https://math.uconn.edu/degree-programs/graduate/ph-d-in-mathematics/,https://clas.uconn.edu,
"Stony Brook University, SUNY",PHD,Mathematics,文理学院,College of Arts and Sciences,https://www.math.stonybrook.edu/applying-phd-program,https://www.math.stonybrook.edu/phd-requirements,https://www.stonybrook.edu/commcms/cas/,
"Stony Brook University, SUNY",MA,Mathematics,文理学院,College of Arts and Sciences,https://www.math.stonybrook.edu/master-arts-degree-professional-option,https://www.math.stonybrook.edu/master-arts-degree-professional-option,https://www.stonybrook.edu/commcms/cas/,
"Stony Brook University, SUNY",MS,Computational Applied Mathematics  ,工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,https://www.stonybrook.edu/commcms/ceas/,
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,,
"Stony Brook University, SUNY",MS,Computational Applied Mathematics  ,工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,https://www.stonybrook.edu/commcms/ceas/,
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,https://www.stonybrook.edu/commcms/ceas/,
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,https://sciences.ncsu.edu/,
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",PHD,Applied Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",PHD,Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",PHD,Computational Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,https://sciences.ncsu.edu,
"North Carolina State University, Raleigh",PHD,Interdisciplinary Mathematics,科学学院,College of Sciences,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,https://sciences.ncsu.edu,
"Pennsylvania State University, University Park",PHD,Mathematics ,科学学院,Eberly College of Science,https://science.psu.edu/math/graduate/admission/requirements,https://science.psu.edu/math/graduate/phd-program,https://science.psu.edu,
Brandeis University,Ph.D,Mathematics,文理研究生院,Graduate School of Arts and Sciences,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,https://www.brandeis.edu/gsas/,
Brandeis University,MA/MS,Mathematics,文理研究生院,Graduate School of Arts and Sciences,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,https://www.brandeis.edu/gsas/,
"University of California, Merced",MS,Applied Mathematics,自然科学学院,School of Natural Sciences,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,https://naturalsciences.ucmerced.edu,
"University of California, Merced",Ph.D.,Applied Mathematics,自然科学学院,School of Natural Sciences,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,https://naturalsciences.ucmerced.edu,
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,https://science.rpi.edu,
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,https://science.rpi.edu,
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,https://science.rpi.edu,
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,https://science.rpi.edu,
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,https://science.rpi.edu,
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,https://science.rpi.edu,
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,https://natsci.msu.edu,
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,https://natsci.msu.edu,
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,https://natsci.msu.edu,
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,College of Engineering,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,https://www.egr.msu.edu,
Michigan State University,PHD,Mathematics - ,自然科学学院,College of Natural Science,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,https://natsci.msu.edu,
Michigan State University,PHD,Applied Mathematics - ,自然科学学院,College of Natural Science,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,https://natsci.msu.edu,
Michigan State University,MS,Industrial Mathematics ,自然科学学院,College of Natural Science,https://math.msu.edu/MSIM/admission_requirements.aspx,https://math.msu.edu/MSIM/index.aspx,https://natsci.msu.edu,
Michigan State University,MS,Mathematics ,自然科学学院,College of Natural Science,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,https://natsci.msu.edu,
Michigan State University,MS,Applied Mathematics ,自然科学学院,College of Natural Science,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,https://natsci.msu.edu,
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
