大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"University of California, Davis",PHD,Applied Mathematics,文学与科学学院,College of Letters & Science,https://lettersandscience.ucdavis.edu,https://www.math.ucdavis.edu/grad/apply,https://appliedmath.ucdavis.edu/graduate,3,majority_valid_same,2 valid responses are identical,"Graduate Studies, https://grad.ucdavis.edu",True,"College of Letters & Science, https://lettersandscience.ucdavis.edu",True,"College of Letters & Science, https://lettersandscience.ucdavis.edu",True
"University of California, Davis",MA,Mathematics,文学与科学学院,College of Letters and Science,https://lettersandscience.ucdavis.edu,https://www.math.ucdavis.edu/grad/apply,https://www.math.ucdavis.edu/grad/gpc,3,all_valid_different,"All valid responses are different, randomly selected","College of Letters and Science, https://lettersandscience.ucdavis.edu",True,"Graduate Studies, https://grad.ucdavis.edu",True,"College of Letters and Science, https://lettersandscience.ucdavis.edu/",True
"University of California, Davis",PHD,Mathematics,文学与科学学院,College of Letters and Science,https://lettersandscience.ucdavis.edu,https://www.math.ucdavis.edu/grad/apply,https://www.math.ucdavis.edu/grad/gpc,3,majority_valid_same,2 valid responses are identical,"College of Letters and Science, https://lettersandscience.ucdavis.edu",True,"College of Letters and Science, https://lettersandscience.ucdavis.edu",True,"College of Letters and Science, https://lettersandscience.ucdavis.edu/",True
"University of California, San Diego",Ph.D,"Computational Science, Mathematics and Engineering",物理科学部,Division of Physical Sciences,https://physicalsciences.ucsd.edu,https://csme.ucsd.edu/admission/index.html,https://csme.ucsd.edu/csme-phd/index.html,3,all_valid_different,"All valid responses are different, randomly selected","Department of Mathematics, https://math.ucsd.edu",True,"Division of Physical Sciences, https://physicalsciences.ucsd.edu",True,"Department of Mathematics, https://math.ucsd.edu/",True
"University of California, San Diego",Ph.D,Ph.D. in Mathematics with a Specialization in Computational Science,物理科学部,School of Physical Sciences,https://physicalsciences.ucsd.edu,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,3,majority_valid_same,2 valid responses are identical,"Department of Mathematics, https://math.ucsd.edu/",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True
"University of California, San Diego",Ph.D,Pure Mathematics,物理科学部,School of Physical Sciences,https://physicalsciences.ucsd.edu,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,3,all_valid_same,All 3 valid responses are identical,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True
"University of California, San Diego",Ph.D,Applied Mathematics,物理科学部,School of Physical Sciences,https://physicalsciences.ucsd.edu,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,3,all_valid_different,"All valid responses are different, randomly selected","School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"UC San Diego Division of Physical Sciences, https://physicalsciences.ucsd.edu/",True,"Department of Mathematics, https://math.ucsd.edu",True
"University of California, San Diego",MA,M.A. in Applied Mathematics,物理科学部,School of Physical Sciences,https://physicalsciences.ucsd.edu,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/ma-applied-mathematics,3,majority_valid_same,2 valid responses are identical,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu/",True
"University of California, San Diego",MA,M.A. in Pure Mathematics,物理科学部,School of Physical Sciences,https://physicalsciences.ucsd.edu,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/ma-pure-mathematics,2,all_valid_same,All 2 valid responses are identical,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,"School of Physical Sciences, https://physicalsciences.ucsd.edu",True,,False
University of Southern California,M.A.,Applied Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,majority_valid_same,2 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu/",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,M.S.,Applied Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,all_valid_same,All 3 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,M.A.,Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,majority_valid_same,2 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu
",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,M.A.,Applied Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,all_valid_different,"All valid responses are different, randomly selected","USC Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"USC Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,M.S.,Applied Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,majority_valid_same,2 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,M.A.,Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,all_valid_same,All 3 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,PhD,Applied Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,3,majority_valid_same,2 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True
University of Southern California,PhD,Mathematics,文理学院,Dana and David Dornsife College of Letters,https://dornsife.usc.edu,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,2,all_valid_same,All 2 valid responses are identical,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,"Dana and David Dornsife College of Letters, Arts and Sciences, https://dornsife.usc.edu",True,The,False
"University of Texas, Austin",PHD,Mathematics,自然科学学院,College of Natural Sciences,https://cns.utexas.edu,https://www.ma.utexas.edu/academics/graduate/admissions,https://www.ma.utexas.edu/academics/graduate/,2,all_valid_different,"All valid responses are different, randomly selected","College of Natural Sciences, https://cns.utexas.edu",True,,False,"Department of Mathematics, https://www.ma.utexas.edu",True
"University of Texas, Austin",MA,Mathematics- Actuarial program,自然科学学院,College of Natural Sciences,https://cns.utexas.edu,https://www.ma.utexas.edu/academics/graduate/admissions,https://www.ma.utexas.edu/academics/graduate/,3,majority_valid_same,2 valid responses are identical,"College of Natural Sciences, https://cns.utexas.edu",True,"College of Natural Sciences, https://cns.utexas.edu",True,"Department of Mathematics, https://www.ma.utexas.edu",True
"University of Texas, Austin",MSCSEM,"Computational Science, Engineering, and Mathematics",计算工程与科学研究所,Oden Institute,https://www.oden.utexas.edu,https://www.oden.utexas.edu/academics/prospective-students/how-to-apply/,https://www.oden.utexas.edu/academics/masters-program/,3,all_valid_same,All 3 valid responses are identical,"Oden Institute, https://www.oden.utexas.edu",True,"Oden Institute, https://www.oden.utexas.edu",True,"Oden Institute, https://www.oden.utexas.edu",True
"University of Texas, Austin",Ph.D.,"Computational Science, Engineering, and Mathematics",计算工程与科学研究所,Oden Institute,https://www.oden.utexas.edu,https://www.oden.utexas.edu/academics/prospective-students/how-to-apply/,https://www.oden.utexas.edu/academics/phd-program/,3,majority_valid_same,2 valid responses are identical,"Oden Institute, https://www.oden.utexas.edu",True,"Oden Institute, https://www.oden.utexas.edu",True,"Oden Institute, https://www.oden.utexas.edu/",True
"University of California, Irvine",MS,Mathematics M.S.,物理科学学院,School of Physical Sciences,https://ps.uci.edu/,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate,3,all_valid_same,All 3 valid responses are identical,"School of Physical Sciences, https://ps.uci.edu/",True,"School of Physical Sciences, https://ps.uci.edu/",True,"School of Physical Sciences, https://ps.uci.edu/",True
"University of California, Irvine",Ph.D.,Mathematics Ph.D.,物理科学学院,School of Physical Sciences,https://ps.uci.edu/,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate,2,all_valid_same,All 2 valid responses are identical,"School of Physical Sciences, https://ps.uci.edu/",True,,False,"School of Physical Sciences, https://ps.uci.edu/",True
"University of California, Irvine",Ph.D.,Logic & Philosophy of Science Ph.D.,社会科学学院,School of Social Sciences,https://www.socsci.uci.edu/,https://www.lps.uci.edu/grad/admissions.php,https://www.lps.uci.edu/grad/overview.php,3,all_valid_different,"All valid responses are different, randomly selected","School of Social Sciences, https://www.socsci.uci.edu",True,"School of Social Sciences, https://www.socsci.uci.edu/",True,"School of Social Sciences, https://socsci.uci.edu/",True
Georgia Institute of Technology,Ph.D,"Algorithms, Combinatrics, and Optimization",计算机学院,,,https://aco.gatech.edu/admissions/admission-aco-program,https://aco.gatech.edu/,0,no_valid_response,No valid responses found,Not found,False,Not found,False,Not found,False
Georgia Institute of Technology,M.S.,Mathematics,科学学院,School of Mathematics,https://math.gatech.edu/,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs,2,all_valid_different,"All valid responses are different, randomly selected","School of Mathematics, https://math.gatech.edu",True,"The browse results clearly indicate that the ""School of Mathematics"" houses the graduate programs.
From the second URL, the title is ""Graduate Programs | School of Mathematics | Georgia Institute of..."". Also, the content states, ""In addition to offering traditional Masters and Doctoral degrees in nearly every field of Mathematics, the School participates in several interdisciplinary graduate programs..."". The URL itself is https://math.gatech.edu/graduate/graduate-programs. The homepage for the School of Mathematics appears to be https://math.gatech.edu/.

So the school is ""School of Mathematics"" and the URL is ""https://math.gatech.edu"".",False,"School of Mathematics, https://math.gatech.edu/",True
Georgia Institute of Technology,Ph.D,Mathematics,科学学院,School of Mathematics,https://math.gatech.edu,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs,3,all_valid_same,All 3 valid responses are identical,"School of Mathematics, https://math.gatech.edu",True,"School of Mathematics, https://math.gatech.edu",True,"School of Mathematics, https://math.gatech.edu",True
"University of California, Santa Barbara",MA,Applied Mathematics  ,文理学院,Department of Mathematics,https://www.math.ucsb.edu/graduate,https://www.graddiv.ucsb.edu/graduate-programs/departments/applied-mathematics,https://www.math.ucsb.edu/graduate/masters,2,all_valid_different,"All valid responses are different, randomly selected",,False,"Department of Mathematics, https://www.math.ucsb.edu/graduate",True,"Department of Mathematics, https://www.math.ucsb.edu/",True
"University of California, Santa Barbara",MA,Mathematics  ,文理学院,Department of Mathematics,https://www.math.ucsb.edu,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/masters,3,all_valid_different,"All valid responses are different, randomly selected","Graduate Division, https://www.graddiv.ucsb.edu/",True,"Graduate Division, https://www.graddiv.ucsb.edu",True,"Department of Mathematics, https://www.math.ucsb.edu",True
"University of California, Santa Barbara",MA/PhD,Mathematics  ,文理学院,Graduate Division,https://www.graddiv.ucsb.edu,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/phd,3,all_valid_different,"All valid responses are different, randomly selected","Graduate Division, https://www.graddiv.ucsb.edu",True,"College of Letters and Science, https://college.ucsb.edu",True,"College of Letters & Science, https://college.ucsb.edu",True
"University of California, Santa Barbara",PHD,Mathematics  ,文理学院,College of Letters & Science,https://college.ucsb.edu,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/phd,3,majority_valid_same,2 valid responses are identical,"College of Letters & Science, https://college.ucsb.edu",True,"College of Letters & Science, https://college.ucsb.edu",True,"College of Letters and Science, https://college.ucsb.edu",True
New York University,MS,Mathematics,文理研究生院,Graduate School of Arts & Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts & Science, https://gsas.nyu.edu",True,"Graduate School of Arts & Science, https://gsas.nyu.edu",True,"Graduate School of Arts & Science, https://gsas.nyu.edu",True
New York University,MS,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School of Arts and Sciences, https://gsas.nyu.edu",True,"Graduate School of Arts and Science, https://gsas.nyu.edu",True,"Graduate School of Arts & Science, https://gsas.nyu.edu",True
New York University,MS,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Science, https://gsas.nyu.edu",True,"Graduate School of Arts and Science, https://gsas.nyu.edu",True,"Graduate School of Arts & Science, https://gsas.nyu.edu",True
New York University,Ph.D,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/phd-mathematics/overview/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts & Science, https://gsas.nyu.edu",True,"Graduate School of Arts and Science, https://gsas.nyu.edu",True,"Graduate School of Arts and Science, https://gsas.nyu.edu",True
New York University,Ph.D,Mathematics-Atmosphere Ocean Science,文理研究生院,Courant Institute of Mathematical Sciences,https://cims.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://caos.cims.nyu.edu/dynamic/phd-program/overview/,3,majority_valid_same,2 valid responses are identical,"Courant Institute of Mathematical Sciences, https://cims.nyu.edu",True,"Graduate School of Arts and Science, https://gsas.nyu.edu",True,"Courant Institute of Mathematical Sciences, https://cims.nyu.edu",True
New York University,MS,Mathematics,工程学院,NYU Tandon School of Engineering,https://engineering.nyu.edu,https://engineering.nyu.edu/admissions/graduate/apply/requirements,https://engineering.nyu.edu/academics/programs/mathematics-ms,3,all_valid_same,All 3 valid responses are identical,"NYU Tandon School of Engineering, https://engineering.nyu.edu",True,"NYU Tandon School of Engineering, https://engineering.nyu.edu",True,"NYU Tandon School of Engineering, https://engineering.nyu.edu",True
"University of Wisconsin, Madison",MA,Mathematics,文理学院,College of Letters & Science,https://ls.wisc.edu,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/,3,all_valid_same,All 3 valid responses are identical,"College of Letters & Science, https://ls.wisc.edu",True,"College of Letters & Science, https://ls.wisc.edu",True,"College of Letters & Science, https://ls.wisc.edu",True
"University of Wisconsin, Madison",MA,Mathematics,文理学院,Department of Mathematics,https://math.wisc.edu,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/,2,all_valid_different,"All valid responses are different, randomly selected","Department of Mathematics, https://math.wisc.edu",True,"College of Letters & Science, https://ls.wisc.edu/",True,"The admissions URL clearly states ""Mathematics, MA - Foundations of Advanced Studies"" under the ""Contact Information"" section and also lists ""College of Letters & Science"" as the broader college. It also provides the URL for the Department of Mathematics: `http://www.math.wisc.edu/`.

The program URL further confirms this, showing ""Department of Mathematics – UW–Madison"" in its title and content, and its homepage is `https://math.wisc.edu/`.

Therefore, the relevant school/college is the ""College of Letters & Science"" and the specific department is the ""Department of Mathematics."" Given the instruction to capture ""one clear school/college name"" and ""the most authoritative homepage URL for that school,"" the College of Letters & Science is the broader entity. I need to find the homepage for the College of Letters & Science. I will perform a search for ""University of Wisconsin, Madison College of Letters & Science homepage"".",False
"University of Wisconsin, Madison",PHD,Mathematics,文理学院,College of Letters & Science,https://ls.wisc.edu,https://guide.wisc.edu/graduate/mathematics/mathematics-phd/#admissionstext,https://math.wisc.edu/graduate/phd-program/,3,all_valid_same,All 3 valid responses are identical,"College of Letters & Science, https://ls.wisc.edu",True,"College of Letters & Science, https://ls.wisc.edu",True,"College of Letters & Science, https://ls.wisc.edu",True
"University of Illinois, Urbana-Champaign",PHD,Mathematics,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True
"University of Illinois, Urbana-Champaign",PHD,Mathematics:Actuarial Science & Risk Analytics ,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True
"University of Illinois, Urbana-Champaign",MMS,Master's of Mathematical Sciences ,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True
"University of Illinois, Urbana-Champaign",MS,"Applied Mathematics, MS",文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True,"College of Liberal Arts & Sciences, https://las.illinois.edu",True
Boston College,Ph.D.,Mathematics,文理学院,Morrissey College of Arts and Sciences,https://www.bc.edu/content/bc-web/schools/morrissey.html,https://www.bc.edu/content/bc-web/schools/morrissey/graduate/admission.html#requirements,https://www.bc.edu/content/bc-web/schools/morrissey/departments/math/graduate.html,3,majority_valid_same,2 valid responses are identical,"Morrissey College of Arts and Sciences, https://www.bc.edu/content/bc-web/schools/morrissey/",True,"Morrissey College of Arts and Sciences, https://www.bc.edu/content/bc-web/schools/morrissey.html",True,"Morrissey College of Arts and Sciences, https://www.bc.edu/content/bc-web/schools/morrissey.html",True
University of Washington,MS,Applied Mathematics (MS),文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-25,https://amath.washington.edu/masters-programs,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu/",True,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,MS,Master of Science in Applied and Computational Mathematics,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-15-25,https://amath.washington.edu/masters-programs,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,PHD,Applied Mathematics (PhD),文理学院,College of Arts & Sciences,https://www.artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program,2,all_valid_different,"All valid responses are different, randomly selected",,False,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://www.artsci.washington.edu",True
University of Washington,PHD,"Ph.D., Applied Mathematics: Advanced Data Science",文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://artsandsciences.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,MA,Mathematics (MA) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program,1,single_valid_response,Only one valid response,,False,"College of Arts & Sciences, Not found",False,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,MS,Mathematics (MS) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,PHD,Mathematics (PhD) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu",True
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu",True,"College of Arts & Sciences, https://artsci.washington.edu/",True,"College of Arts & Sciences, https://artsci.washington.edu",True
"Rutgers University, New Brunswick",MS,Mathematics,文理学院,School of Arts and Sciences,https://sas.rutgers.edu,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,3,majority_valid_same,2 valid responses are identical,"School of Arts and Sciences, https://sas.rutgers.edu/",True,"School of Arts and Sciences, https://sas.rutgers.edu",True,"School of Arts and Sciences, https://sas.rutgers.edu",True
"Rutgers University, New Brunswick",MS,Mathematics,文理学院,School of Arts and Sciences,https://sas.rutgers.edu/,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,1,single_valid_response,Only one valid response,,False,"School of Arts and Sciences, https://sas.rutgers.edu/",True,Not found,False
"Rutgers University, New Brunswick",PHD,Mathematics,文理学院,School of Graduate Studies,https://gs.rutgers.edu,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gFfQAI,https://www.math.rutgers.edu/academics/graduate-program/program-description,3,all_valid_different,"All valid responses are different, randomly selected","School of Graduate Studies, https://gs.rutgers.edu",True,"The School of Graduate Studies, https://grad.rutgers.edu/",True,"Rutgers School of Graduate Studies, https://grad.rutgers.edu",True
Tufts University,MS,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu,https://asegrad.tufts.edu/program/mathematics-masters,https://math.tufts.edu/academics/graduate-programs/ms-mathematics,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Sciences, https://asegrad.tufts.edu",True,"Graduate School of Arts and Sciences, https://asegrad.tufts.edu",True,"Graduate School of Arts and Sciences, https://asegrad.tufts.edu/",True
Tufts University,PHD,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu,https://asegrad.tufts.edu/program/mathematics-doctorate,https://math.tufts.edu/academics/graduate-programs/phd-mathematics,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Sciences, https://asegrad.tufts.edu",True,"Graduate School of Arts and Sciences, https://gsas.tufts.edu/",True,"Graduate School of Arts and Sciences, https://asegrad.tufts.edu",True
Boston University,MA,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/cas/,https://www.bu.edu/math/ma-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://www.bu.edu/cas",True,"College of Arts & Sciences, https://www.bu.edu/cas/",True,"College of Arts & Sciences, https://www.bu.edu/cas/",True
Boston University,Ph.D,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/cas/,https://www.bu.edu/math/phd-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://www.bu.edu/cas",True,"College of Arts & Sciences, https://www.bu.edu/cas/",True,"College of Arts & Sciences, https://www.bu.edu/cas/",True
"Ohio State University, Columbus",PHD,Mathematics,文理学院,College of Arts and Sciences,https://artsandsciences.osu.edu/,https://gpadmissions.osu.edu/programs/program.aspx?prog=0129#&&tab=apply,https://math.osu.edu/grad/future/phd,2,all_valid_different,"All valid responses are different, randomly selected","College of Arts and Sciences, https://artsandsciences.osu.edu/",True,"College of Arts and Sciences, https://artsandsciences.osu.edu",True,,False
"Purdue University, West Lafayette",MS,Mathematics,理学院,College of Science,https://www.purdue.edu/science/,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,1,single_valid_response,Only one valid response,,False,,False,"College of Science, https://www.purdue.edu/science/",True
"Purdue University, West Lafayette",PHD,Mathematics,理学院,,,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,0,no_valid_response,No valid responses found,Not found,False,,False,Not found,False
