大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"University of Texas, Austin",MSE ,Electrical and Computer Engineering,工程学院,Cockrell School of Engineering,https://engr.utexas.edu,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,3,majority_valid_same,2 valid responses are identical,"Cockrell School of Engineering, https://cockrell.utexas.edu",TRUE,"Cockrell School of Engineering, https://engr.utexas.edu",TRUE,"Cockrell School of Engineering, https://engr.utexas.edu",TRUE
"University of California, Irvine",MDS,Master of Data Science,信息与计算机科学学院,Donald Bren School of Information and Computer Sciences,https://www.ics.uci.edu,https://mds.ics.uci.edu/overview/admissions/,https://mds.ics.uci.edu/,3,all_valid_different,"All valid responses are different, randomly selected","Donald Bren School of Information and Computer Sciences, https://www.ics.uci.edu/",TRUE,"Donald Bren School of Information and Computer Sciences, https://www.ics.uci.edu",TRUE,"Donald Bren School of Information & Computer Sciences, https://www.ics.uci.edu/",TRUE
Georgia Institute of Technology,MS,Analytics,商学院,H. Milton Stewart School of Industrial and Systems Engineering,https://www.isye.gatech.edu,https://www.analytics.gatech.edu/admissions,https://www.analytics.gatech.edu/,3,all_valid_same,All 3 valid responses are identical,"H. Milton Stewart School of Industrial and Systems Engineering, https://www.isye.gatech.edu",TRUE,"H. Milton Stewart School of Industrial and Systems Engineering, https://www.isye.gatech.edu",TRUE,"H. Milton Stewart School of Industrial and Systems Engineering, https://www.isye.gatech.edu",TRUE
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,College of Letters and Science,https://www.ltsc.ucsb.edu/,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,1,single_valid_response,Only one valid response,,FALSE,"College of Letters and Science, https://www.ltsc.ucsb.edu/",TRUE,,FALSE
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,College of Letters & Science,https://lettersandsience.ucsb.edu/,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,2,all_valid_different,"All valid responses are different, randomly selected","College of Letters & Science, https://lettersandsience.ucsb.edu/",TRUE,"College of Letters and Science, https://lettersandscience.ucsb.edu/",TRUE,,FALSE
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,College of Letters and Science,https://www.ltsc.ucsb.edu,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,3,all_valid_different,"All valid responses are different, randomly selected","College of Letters and Science, https://www.ltsc.ucsb.edu",TRUE,"College of Letters & Science, https://www.lettersandscience.ucsb.edu/",TRUE,"College of Letters and Science, https://college.ucsb.edu",TRUE
New York University,Ph.D,Data Science ,文理研究生院,Graduate School of Arts & Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/phd-curriculum/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE,"Graduate School of Arts and Science, https://gsas.nyu.edu",TRUE,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE
New York University,MS,Data Science ,文理研究生院,Graduate School of Arts & Science,https://gsas.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-curriculum/,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE
New York University,MS,Data Science （Industry Concentration）,文理研究生院,NYU Center for Data Science,https://cds.nyu.edu,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-industry-concentration/,3,all_valid_different,"All valid responses are different, randomly selected","NYU Center for Data Science, https://cds.nyu.edu",TRUE,"Graduate School of Arts & Science, https://gsas.nyu.edu",TRUE,"Graduate School of Arts and Science, https://gsas.nyu.edu",TRUE
New York University,MS,MS in Data Analytics & Business Computing,商学院,Leonard N. Stern School of Business,https://www.stern.nyu.edu,https://stern.shanghai.nyu.edu/en/admissions/ms-data-analytics-and-business-computing/application-checklist,https://stern.shanghai.nyu.edu/en/program/ms-data-analytics-business-computing,3,majority_valid_same,2 valid responses are identical,"Leonard N. Stern School of Business, https://www.stern.nyu.edu",TRUE,"Leonard N. Stern School of Business, https://stern.shanghai.nyu.edu",TRUE,"Leonard N. Stern School of Business, https://www.stern.nyu.edu",TRUE
"University of Wisconsin, Madison",M.S.,MS – Data Engineering,文理学院,School of Computer,https://cdis.wisc.edu,https://guide.wisc.edu/graduate/computer-sciences/data-engineering-ms/#admissionstext,https://www.cs.wisc.edu/our-graduate-degrees-programs/,3,majority_valid_same,2 valid responses are identical,"School of Computer, Data & Information Sciences, https://www.cs.wisc.edu/",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu",TRUE
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,School of Computer,https://cdis.wisc.edu/,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,2,all_valid_same,All 2 valid responses are identical,"The browse results clearly indicate the ""Department of Statistics"" houses this program. The first URL states under ""Contact Information"": ""Department of Statistics, College of Letters & Science"". The second URL's title is ""Statistics and Data Science Option – Department of Statistics – UW ..."" and it also explicitly mentions ""School of Computer, Data & Information Sciences"" in the header.

So, the Department of Statistics is housed within the College of Letters & Science, and also associated with the School of Computer, Data & Information Sciences.

Looking at the URLs, https://stat.wisc.edu/ appears to be the homepage for the Department of Statistics. The question asks for the ""school / college / faculty"" that houses the program and its *official homepage URL*.

From the second browsed page: ""Department of Statistics, School of Computer, Data & Information Sciences"". This suggests that the Department of Statistics is part of the School of Computer, Data & Information Sciences (CDIS).

Let's verify which one is the ""school/college"".
The first URL states ""Department of Statistics, College of Letters & Science"".
The second URL states ""Department of Statistics"" and then ""School of Computer, Data & Information Sciences"".

It seems the Department of Statistics is the primary department, and it is part of the College of Letters & Science, and also associated with the School of Computer, Data & Information Sciences. The ""School of Computer, Data & Information Sciences"" seems more like a ""school/college"" entity than a ""department"".

Let's search for ""School of Computer, Data & Information Sciences University of Wisconsin Madison site:.edu"" to find its homepage.",FALSE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,School of Computer,https://cdis.wisc.edu/,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,3,all_valid_same,All 3 valid responses are identical,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE
"University of Wisconsin, Madison",MS,Data Science,文理学院,School of Computer,https://cdis.wisc.edu/,https://guide.wisc.edu/graduate/statistics/data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/ms-datascience/,3,majority_valid_same,2 valid responses are identical,"School of Computer, Data & Information Sciences, https://datascience.wisc.edu",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE,"School of Computer, Data & Information Sciences, https://cdis.wisc.edu/",TRUE
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,The Grainger College of Engineering,https://grainger.illinois.edu,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,2,all_valid_same,All 2 valid responses are identical,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,,FALSE
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,The Grainger College of Engineering,https://grainger.illinois.edu,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,3,majority_valid_same,2 valid responses are identical,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu/",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,The Grainger College of Engineering,https://grainger.illinois.edu,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,3,majority_valid_same,2 valid responses are identical,"The Grainger College of Engineering, https://grainger.illinois.edu/",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,The Grainger College of Engineering,https://grainger.illinois.edu,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,3,all_valid_same,All 3 valid responses are identical,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",,Data Science & Engineering (DSE),工程学院,The Grainger College of Engineering,https://grainger.illinois.edu,,https://cse.illinois.edu/cse-educational-programs/dse-graduate-concentration/,1,single_valid_response,Only one valid response,"The Grainger College of Engineering, https://grainger.illinois.edu",TRUE,,FALSE,,FALSE
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,School of Information Sciences,https://ischool.illinois.edu,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,3,all_valid_same,All 3 valid responses are identical,"School of Information Sciences, https://ischool.illinois.edu",TRUE,"School of Information Sciences, https://ischool.illinois.edu",TRUE,"School of Information Sciences, https://ischool.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,School of Information Sciences,https://ischool.illinois.edu,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,2,all_valid_same,All 2 valid responses are identical,"School of Information Sciences, https://ischool.illinois.edu",TRUE,The browsed pages clearly state "School of Information Sciences" in their titles and content. The URL `https://ischool.illinois.edu` is the homepage for this school.,FALSE,"School of Information Sciences, https://ischool.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE,"College of Liberal Arts & Sciences, https://las.illinois.edu",TRUE
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/content/bc-web/schools/wcas/,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,3,all_valid_different,"All valid responses are different, randomly selected","Woods College of Advancing Studies, https://www.bc.edu/content/bc-web/schools/wcas.html",TRUE,"Woods College of Advancing Studies, https://www.bc.edu/content/bc-web/schools/wcas/",TRUE,"Woods College of Advancing Studies, https://www.bc.edu/bc-web/schools/wcas.html",TRUE
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/content/bc-web/schools/wcas/,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,1,single_valid_response,Only one valid response,"The browsed page clearly states ""M.S. in Applied Analytics - Graduate - Woods College of Advancing Studies - Boston College"" in the title and content. The URL path also contains `/schools/wcas/`, where ""wcas"" stands for ""Woods College of Advancing Studies."" The footer of the page also includes ""Woods College of Advancing Studies"" with its address and contact information.

Therefore, the school is ""Woods College of Advancing Studies"" and its homepage URL appears to be the main `bc.edu` page for the college which is `https://www.bc.edu/content/bc-web/schools/wcas.html` (derived from the browsed URL by removing the specific program path). I will verify this homepage URL in a separate browse.",FALSE,,FALSE,"Woods College of Advancing Studies, https://www.bc.edu/content/bc-web/schools/wcas/",TRUE
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/bc-web/schools/wcas.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,3,majority_valid_same,2 valid responses are identical,"Woods College of Advancing Studies, https://www.bc.edu/bc-web/schools/wcas.html",TRUE,"Woods College of Advancing Studies, https://www.bc.edu/bc-web/schools/wcas.html",TRUE,"Woods College of Advancing Studies, https://www.bc.edu/content/bc-web/schools/wcas.html",TRUE
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,UW Graduate School,https://grad.uw.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,2,all_valid_different,"All valid responses are different, randomly selected","UW Graduate School, https://grad.uw.edu",TRUE,"UW Graduate School, https://grad.uw.edu/",TRUE,,FALSE
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,College of Arts & Sciences,https://artsci.washington.edu/,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,2,all_valid_different,"All valid responses are different, randomly selected","College of Arts & Sciences, https://artsci.washington.edu",TRUE,,FALSE,"College of Arts & Sciences, https://artsci.washington.edu/",TRUE
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://artsci.washington.edu",TRUE,"College of Arts & Sciences, https://artsci.washington.edu",TRUE,"College of Arts & Sciences, https://artsci.washington.edu/",TRUE
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,Department of Statistics,https://stat.uw.edu/,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,2,all_valid_different,"All valid responses are different, randomly selected","Department of Statistics, https://stat.uw.edu/",TRUE,"College of Arts & Sciences, https://artsci.washington.edu/",TRUE,"The first URL returned an error. The second URL, `https://stat.uw.edu/academics/graduate/programs/phd`, clearly states ""Ph.D. Program | University of Washington Department of Statistics"" in its title and content. It also shows ""UW Home College of Arts & Sciences"" in the navigation.

This indicates that the ""Department of Statistics"" is housed within the ""College of Arts & Sciences"" at the University of Washington.

Now I need to find the homepage URL for the ""College of Arts & Sciences"". I will go to the UW Home link provided in the navigation and check for ""College of Arts & Sciences"" or directly search.

The navigation shows ""UW Home College of Arts & Sciences ArtsUW Directories Maps MyUW"". This strongly suggests ""College of Arts & Sciences"" is the direct parent. I will look for the official homepage of the ""College of Arts & Sciences"" on the University of Washington website.

I will try browsing the root domain of the provided URL and look for ""College of Arts & Sciences"". The root is uw.edu.
Let's try to get to the homepage of the College of Arts & Sciences based on the information provided in the browsed page.
The provided page `https://stat.uw.edu/academics/graduate/programs/phd` has a link to ""College of Arts & Sciences"" in its header navigation. I will look for its URL. It does not explicitly state the URL in the content but it's likely linked from there.

A more direct way is to search for ""University of Washington College of Arts & Sciences homepage site:uw.edu"" to confirm the official URL.
",FALSE
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,3,all_valid_different,"All valid responses are different, randomly selected","Department of Statistics, https://stat.uw.edu",TRUE,"College of Arts & Sciences, https://artsci.washington.edu",TRUE,"College of Arts & Sciences, https://artsci.washington.edu/",TRUE
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,Rutgers Business School,https://www.business.rutgers.edu,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,3,all_valid_same,All 3 valid responses are identical,"Rutgers Business School, https://www.business.rutgers.edu",TRUE,"Rutgers Business School, https://www.business.rutgers.edu",TRUE,"Rutgers Business School, https://www.business.rutgers.edu",TRUE
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,Rutgers Business School,https://www.business.rutgers.edu,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,3,all_valid_same,All 3 valid responses are identical,"Rutgers Business School, https://www.business.rutgers.edu",TRUE,"Rutgers Business School, https://www.business.rutgers.edu",TRUE,"Rutgers Business School, https://www.business.rutgers.edu",TRUE
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,2,all_valid_same,All 2 valid responses are identical,"The provided URLs clearly state that the Master of Information (MI) program is housed within the ""School of Communication and Information"" (SC&I) at Rutgers University. The homepage URL for the school is evident in the address bar and throughout the content.

School of Communication and Information, https://comminfo.rutgers.edu",FALSE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,3,all_valid_same,All 3 valid responses are identical,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,3,all_valid_same,All 3 valid responses are identical,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE,"School of Communication and Information, https://comminfo.rutgers.edu",TRUE
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,School of Arts and Sciences,https://sas.rutgers.edu/,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,3,majority_valid_same,2 valid responses are identical,"School of Arts and Sciences, https://sas.rutgers.edu/",TRUE,"School of Arts and Sciences, https://sas.rutgers.edu",TRUE,"School of Arts and Sciences, https://sas.rutgers.edu/",TRUE
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,School of Arts and Sciences,https://sas.rutgers.edu/,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,3,majority_valid_same,2 valid responses are identical,"School of Arts and Sciences, https://sas.rutgers.edu/",TRUE,"School of Arts and Sciences, https://sas.rutgers.edu",TRUE,"School of Arts and Sciences, https://sas.rutgers.edu/",TRUE
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,Rutgers School of Graduate Studies,https://grad.rutgers.edu,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,3,all_valid_different,"All valid responses are different, randomly selected","School of Graduate Studies, https://grad.rutgers.edu",TRUE,"The School of Graduate Studies, https://grad.rutgers.edu",TRUE,"Rutgers School of Graduate Studies, https://grad.rutgers.edu",TRUE
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,Rutgers School of Graduate Studies,https://grad.rutgers.edu/,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,2,all_valid_same,All 2 valid responses are identical,,FALSE,"Rutgers School of Graduate Studies, https://grad.rutgers.edu/",TRUE,"Rutgers School of Graduate Studies, https://grad.rutgers.edu/",TRUE
Tufts University,MS,Data Analytics ,文理学院,Graduate School of Arts and Sciences and the School of Engineering,https://asegrad.tufts.edu/,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,3,all_valid_different,"All valid responses are different, randomly selected","School of Arts and Sciences, https://as.tufts.edu/",TRUE,"School of Arts and Sciences, https://as.tufts.edu",TRUE,"Graduate School of Arts and Sciences and the School of Engineering, https://asegrad.tufts.edu/",TRUE
Tufts University,MS,Data Science ,工程学院,School of Engineering,https://engineering.tufts.edu,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://engineering.tufts.edu",TRUE,"School of Engineering, https://engineering.tufts.edu",TRUE,"School of Engineering, https://engineering.tufts.edu",TRUE
Tufts University,MS,Data Science ,工程学院,School of Engineering,https://engineering.tufts.edu,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://engineering.tufts.edu",TRUE,"School of Engineering, https://engineering.tufts.edu",TRUE,"School of Engineering, https://engineering.tufts.edu",TRUE
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,Graduate School of Arts & Sciences,https://www.bu.edu/academics/grs/,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,2,all_valid_different,"All valid responses are different, randomly selected","The browse results indicate that ""Admissions to all MS programs at the BU Department of Computer Science are managed by the BU Graduate School of Arts & Sciences.""

The contact information at the bottom of both pages also shows ""Boston University Arts & Sciences Department of Computer Science"".

Therefore, the school is the Graduate School of Arts & Sciences. I need to find the homepage URL for the Graduate School of Arts & Sciences. I will look for a link within the browsed pages or use a targeted search. I see a link to ""www.bu.edu"" at the bottom of the page, but I need the specific Graduate School of Arts & Sciences homepage.

I will perform a search for ""Boston University Graduate School of Arts & Sciences homepage site:.edu"".",FALSE,"Graduate School of Arts & Sciences, https://www.bu.edu/academics/grs/",TRUE,"Graduate School of Arts & Sciences, https://www.bu.edu/cas/about/about-grs/",TRUE
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,Graduate School of Arts & Sciences,https://www.bu.edu/cas/,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts & Sciences, https://www.bu.edu/cas/",TRUE,"Graduate School of Arts & Sciences, https://www.bu.edu/cas/about/graduate-school/",TRUE,"Graduate School of Arts & Sciences, https://www.bu.edu/cas/",TRUE
Boston University,MS,Data Analytics,工程学院,College of Engineering,https://www.bu.edu/eng/,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://www.bu.edu/eng/",TRUE,"College of Engineering, https://www.bu.edu/eng/",TRUE,"College of Engineering, https://www.bu.edu/eng/",TRUE
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,Faculty of Computing & Data Sciences,https://www.bu.edu/cds-faculty/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,2,all_valid_same,All 2 valid responses are identical,The,FALSE,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",TRUE,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",TRUE
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,Faculty of Computing & Data Sciences,https://www.bu.edu/cds-faculty/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,3,all_valid_same,All 3 valid responses are identical,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",TRUE,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",TRUE,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",TRUE
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,3,majority_valid_same,2 valid responses are identical,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,3,all_valid_same,All 3 valid responses are identical,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,3,all_valid_same,All 3 valid responses are identical,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,3,all_valid_same,All 3 valid responses are identical,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE,"Boston University Metropolitan College, https://www.bu.edu/met/",TRUE
