大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,托福送分ETS code,判断状态,有效回答数,总回答数,Response 1 提取,Response 2 提取,Response 3 提取,Response 1 原文,Response 2 原文,Response 3 原文
New York University,MS,Data Science ,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-curriculum/,2596,三个回答完全一致,3,3,2596,2596,2596,2596,2596,2596
New York University,MS,Data Science （Industry Concentration）,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-industry-concentration/,2596,三个回答完全一致,3,3,2596,2596,2596,2596,2596,2596
New York University,MS,MS in Data Analytics & Business Computing,商学院,https://stern.shanghai.nyu.edu/en/admissions/ms-data-analytics-and-business-computing/application-checklist,https://stern.shanghai.nyu.edu/en/program/ms-data-analytics-business-computing,需要额外确认,所有回答都无效,0,1,invalid,invalid,invalid,Not found,,
"University of Wisconsin, Madison",M.S.,MS – Data Engineering,文理学院,https://guide.wisc.edu/graduate/computer-sciences/data-engineering-ms/#admissionstext,https://www.cs.wisc.edu/our-graduate-degrees-programs/,1846,三个回答完全一致,3,3,1846,1846,1846,1846,1846,1846
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,1846,两个有效回答一致,2,3,invalid,1846,1846,"The browsed content mentions ""English Proficiency ...",1846,1846
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,1846,三个回答完全一致,3,3,1846,1846,1846,1846,1846,1846
"University of Wisconsin, Madison",MS,Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/ms-datascience/,1846,两个有效回答一致,2,3,1846,invalid,1846,1846,Not found,1846
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,1836,两个有效回答一致,2,2,1836,1836,invalid,1836,1836,
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",,Data Science & Engineering (DSE),工程学院,,https://cse.illinois.edu/cse-educational-programs/dse-graduate-concentration/,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,1836,三个回答完全一致,3,3,1836,1836,1836,1836,1836,1836
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,3276,三个回答完全一致,3,3,3276,3276,3276,3276,3276,3276
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,3276,三个回答完全一致,3,3,3276,3276,3276,3276,3276,3276
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,3276,三个回答完全一致,3,3,3276,3276,3276,3276,3276,3276
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,4854,两个有效回答一致,2,2,invalid,4854,4854,,4854,4854
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,4854,三个回答完全一致,3,3,4854,4854,4854,4854,4854,4854
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,4854,三个回答完全一致,3,3,4854,4854,4854,4854,4854,4854
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,4854,invalid,The first URL could not be accessed. The second UR...,4854,The first URL was inaccessible. The second URL pro...
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,4854,三个回答完全一致,3,3,4854,4854,4854,4854,4854,4854
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,B355,The browsed pages do not contain the TOEFL ETS cod...,B355
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,B355,B355,B355
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,2790,三个回答完全一致,3,3,2790,2790,2790,2790,2790,2790
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,2790,三个回答完全一致,3,3,2790,2790,2790,2790,2790,2790
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,2790,两个有效回答一致,2,2,invalid,2790,2790,,2790,2790
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,2790,三个回答完全一致,3,3,2790,2790,2790,2790,2790,2790
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,2790,三个回答完全一致,3,3,2790,2790,2790,2790,2790,2790
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,2790,三个回答完全一致,3,3,2790,2790,2790,2790,2790,2790
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,2790,两个有效回答一致,2,3,invalid,2790,2790,Not found,2790,2790
Tufts University,MS,Data Analytics ,文理学院,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,3901,三个回答完全一致,3,3,3901,3901,3901,3901,3901,3901
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,3901,三个回答完全一致,3,3,3901,3901,3901,3901,3901,3901
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,3901,三个回答完全一致,3,3,3901,3901,3901,3901,3901,3901
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,3087,两个有效回答一致,2,3,invalid,3087,3087,The,3087,3087
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,3087,三个回答完全一致,3,3,3087,3087,3087,3087,3087,3087
Boston University,MS,Data Analytics,工程学院,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,3087,三个回答完全一致,3,3,3087,3087,3087,3087,3087,3087
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,3087,invalid,Not found,3087,"The browsed page mentions: ""Boston University requ..."
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,3087,三个回答完全一致,3,3,3087,3087,3087,3087,3087,3087
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,3087,invalid,"The browsed content mentions ""English proficiency ...",3087,"The browsed pages mention ""English proficiency exa..."
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,3087,三个回答完全一致,3,3,3087,3087,3087,3087,3087,3087
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,8675,两个有效回答一致,2,3,8675,invalid,8675,8675,The,8675
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,需要额外确认,"回答不一致: {'3087': 2, '8675': 1}",3,3,3087,8675,3087,3087,8675,3087
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,1592,invalid,Not found,1592,Not found.
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,1592,两个有效回答一致,2,3,1592,1592,invalid,1592,1592,Not found.
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,1592,两个有效回答一致,2,3,1592,invalid,1592,1592,Not found,1592
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,5814,invalid,Not found.,5814,Not found
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,B887,B887,B887
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,B887,B887,B887
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,6003,三个回答完全一致,3,3,6003,6003,6003,6003,6003,6003
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,6003,三个回答完全一致,3,3,6003,6003,6003,6003,6003,6003
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,5859,三个回答完全一致,3,3,5859,5859,5859,5859,5859,5859
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,需要额外确认,所有回答都无效,0,2,invalid,invalid,invalid,Not found,,Not found
University of Rochester,MS,Data Science,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,2928,三个回答完全一致,3,3,2928,2928,2928,2928,2928,2928
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,2928,三个回答完全一致,3,3,2928,2928,2928,2928,2928,2928
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,5813,三个回答完全一致,3,3,5813,5813,5813,5813,5813,5813
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,5813,三个回答完全一致,3,3,5813,5813,5813,5813,5813,5813
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,5813,三个回答完全一致,3,3,5813,5813,5813,5813,5813,5813
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found.,Not found,Not found
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,3665,两个有效回答一致,2,3,3665,invalid,3665,3665,"The first URL, `https://coe.northeastern.edu/acade...",3665
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,3682,两个有效回答一致,2,3,3682,3682,invalid,3682,3682,"The first URL provides information about ""How to A..."
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,3682,三个回答完全一致,3,3,3682,3682,3682,3682,3682,3682
Northeastern University（Boston）,MPS,Analytics — Boston,专业研究学院,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,3682,三个回答完全一致,3,3,3682,3682,3682,3682,3682,3682
Northeastern University,MS,Master of Professional Studies in Analytics,东北大学（弗吉尼亚州阿灵顿）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://arlington.northeastern.edu/programs/analytics/,需要额外确认,只有一个有效回答，不足以确认,1,3,4999,invalid,invalid,4999,Not found,The browsed pages provide general admissions infor...
Northeastern University,MPS,Analytics — Oakland,东北大学（奥克兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://oakland.northeastern.edu/programs/master-of-professional-studies-in-analytics/,3667,三个回答完全一致,3,3,3667,3667,3667,3667,3667,3667
Northeastern University,MPS,Analytics — Portland,东北大学（波特兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://roux.northeastern.edu/programs/master-of-professional-studies-in-analytics-portland-2/,需要额外确认,"回答不一致: {'4999': 2, '3667': 1}",3,3,4999,4999,3667,4999,4999,3667
Northeastern University,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,4999,两个有效回答一致,2,3,invalid,4999,4999,Not found,4999,4999
Northeastern University,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,需要额外确认,只有一个有效回答，不足以确认,1,3,4999,invalid,invalid,4999,Not found.,Not found
Northeastern University,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,4999,三个回答完全一致,3,3,4999,4999,4999,4999,4999,4999
Northeastern University,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,需要额外确认,只有一个有效回答，不足以确认,1,2,invalid,invalid,4999,Not found,,4999
Northeastern University,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,需要额外确认,只有一个有效回答，不足以确认,1,2,invalid,invalid,4999,The browsed pages do not explicitly mention a TOEF...,,4999
Northeastern University,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
Northeastern University,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
Northeastern University,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,4999,invalid,Not found,4999,Not found
Northeastern University,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,3679,两个有效回答一致,2,3,3679,3679,invalid,3679,3679,Not found.
Northeastern University,MS,Analytics  ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,2619,三个回答完全一致,3,3,2619,2619,2619,2619,2619,2619
Northeastern University,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,3665,两个有效回答一致,2,3,3665,3665,invalid,3665,3665,"The first URL, ""Graduate Admissions - Northeastern..."
Northeastern University,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,3665,两个有效回答一致,2,3,invalid,3665,3665,"The first URL, https://coe.northeastern.edu/academ...",3665,3665
Northeastern University,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University,MS,Analytics ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,2619,两个有效回答一致,2,3,2619,invalid,2619,2619,The browsed pages do not contain the ETS code dire...,2619
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,4999,invalid,Not found,4999,The
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,4999,三个回答完全一致,3,3,4999,4999,4999,4999,4999,4999
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,3665,三个回答完全一致,3,3,3665,3665,3665,3665,3665,3665
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,4999,三个回答完全一致,3,3,4999,4999,4999,4999,4999,4999
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,4999,三个回答完全一致,3,3,4999,4999,4999,4999,4999,4999
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,4999,三个回答完全一致,3,3,4999,4999,4999,4999,4999,4999
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,需要额外确认,只有一个有效回答，不足以确认,1,3,4999,invalid,invalid,4999,"The first URL, ""How To Apply | Global Pathways"", s...","The ""How To Apply"" page states: ""If you are submit..."
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,4999,"The first URL, ""How To Apply | Global Pathways"", s...","The Admissions URL states: ""If you are submitting ...",4999
Florida State University,PHD,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,5219,三个回答完全一致,3,3,5219,5219,5219,5219,5219,5219
Florida State University,MS,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,5219,三个回答完全一致,3,3,5219,5219,5219,5219,5219,5219
