大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,托福送分ETS code,判断状态,有效回答数,总回答数,Response 1 提取,Response 2 提取,Response 3 提取,Response 1 原文,Response 2 原文,Response 3 原文
University of Miami,MS, Master of Science in Data Science：Smart Cities (School of Architecture),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,"Based on the search results, the ETS school code f...","Based on the search results, the ETS school code f...",Not found
University of Miami,MS, Master of Science in Data Science：Data Visualization (School of Communication),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,只有一个有效回答，不足以确认,1,3,5815,invalid,invalid,5815,The University of Miami's institution code for TOE...,The University of Miami's institution code for TOE...
University of Miami,MS, Master of Science in Data Science：Marine & Atmospheric Science (Rosenstiel School of Marine & Atmospheric Sciences),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,"Based on the search results and browsed pages, I a...","Based on the search results and browsed pages, I c...","The admissions URL states that ""All international ..."
University of Miami,MS, Master of Science in Data Science：Educational Measurement & Statistics (School of Education & Human Development),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Based on the browsed content from the Internationa...,Not found,Not found
University of Miami,MS, Master of Science in Data Science：Marketing (Miami Herbert Business School),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,"The admissions URL states that ""The 'Test Of Engli...","Based on the search results and browsed content, I...","The admissions URL states that ""The 'Test Of Engli..."
Villanova University,MACDA,Master of Accounting with Data Analytics,商学院,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,"Based on the search results and browsed content, I...","Based on the search results and browsed content, I...","Based on the search results and browsed content, I..."
Villanova University,MACDA,Master of Accounting with Data Analytics,商学院,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,"Based on the search results and browsed pages, I a...",Not found,Based on the browsed results from Villanova Univer...
Villanova University,MBT,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
Villanova University,MBT,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
Tulane University,MA,Political Economy with Data Analytics,文学院,https://liberalarts.tulane.edu/academics/graduate-studies/prospective-students,https://catalog.tulane.edu/liberal-arts/interdisciplinary-programs-coordinate-majors/political-economy/data-analytics-ma/#overviewtext,6183,三个回答完全一致,3,3,6183,6183,6183,6183,6183,6183
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
"University at Buffalo, SUNY",MS,Materials Design and Innovation MS,工程与应用科学学院,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
"University at Buffalo, SUNY",PhD,Materials Design and Innovation PhD,工程与应用科学学院,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,5811,三个回答完全一致,3,3,5811,5811,5811,5811,5811,5811
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,5811,invalid,Based on the search results and the browsed conten...,5811,"Based on the search results and browsed content, I..."
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,5811,三个回答完全一致,3,3,5811,5811,5811,5811,5811,5811
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,5811,三个回答完全一致,3,3,5811,5811,5811,5811,5811,5811
Clemson University,PhD,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,需要额外确认,只有一个有效回答，不足以确认,1,3,5111,invalid,invalid,5111,"Based on the browsed results, specifically the Cle...",Clemson University Institution Code: 5111.
Clemson University,MS,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,5111,三个回答完全一致,3,3,5111,5111,5111,5111,5111,5111
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,374307,374307
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,374307,374307
Temple University,PSM,Bioinformatics and Biological Data Science PSM,科学技术学院,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm/how-to-apply,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
University of Oregon,MS,Education Policy and Leadership,教育学院,https://education.uoregon.edu/epol/apply,https://education.uoregon.edu/epol/graduate/ms,4846,两个有效回答一致,2,3,invalid,4846,4846,The University of Oregon's TOEFL ETS code is 4846.,4846,4846
Illinois Institute of Technology,M.S.,Master of Science in Biomedical Modeling and Data Science,工程学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/master-science-biomedical-modeling-and-data-science,1318,三个回答完全一致,3,3,1318,1318,1318,1318,1318,1318
University of Arizona,MS,Agricultural & Resource Econ (MS) - Applied Econometrics and Data Analytics,农业与生命科学学院,https://grad.arizona.edu/catalog/programinfo/ARECMSAEDA,https://economics.arizona.edu/graduate/ms-applied-econometrics-data-analytics,需要额外确认,只有一个有效回答，不足以确认,1,3,4832,invalid,invalid,4832,Not found,Not found
