大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,applicable,只有一个有效回答,1,3,invalid,invalid,applicable
"University at Buffalo, SUNY",MS,Materials Design and Innovation MS,工程与应用科学学院,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
"University at Buffalo, SUNY",PhD,Materials Design and Innovation PhD,工程与应用科学学院,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Clemson University,PhD,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Clemson University,MS,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Temple University,PSM,Bioinformatics and Biological Data Science PSM,科学技术学院,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm/how-to-apply,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm,,所有回答无效,0,3,invalid,invalid,invalid
University of Oregon,MS,Education Policy and Leadership,教育学院,https://education.uoregon.edu/epol/apply,https://education.uoregon.edu/epol/graduate/ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Illinois Institute of Technology,M.S.,Master of Science in Biomedical Modeling and Data Science,工程学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/master-science-biomedical-modeling-and-data-science,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
University of Arizona,MS,Agricultural & Resource Econ (MS) - Applied Econometrics and Data Analytics,农业与生命科学学院,https://grad.arizona.edu/catalog/programinfo/ARECMSAEDA,https://economics.arizona.edu/graduate/ms-applied-econometrics-data-analytics,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
