大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
"University of Wisconsin, Madison",MS,Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/ms-datascience/,,"平票: {'applicable': 1, 'not_applicable': 1}",2,2,invalid,applicable,not_applicable
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
"University of Illinois, Urbana-Champaign",,Data Science & Engineering (DSE),工程学院,,https://cse.illinois.edu/cse-educational-programs/dse-graduate-concentration/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,not applicable,只有一个有效回答,1,3,not_applicable,invalid,invalid
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,,所有回答无效,0,2,invalid,invalid,invalid
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,applicable,只有一个有效回答,1,3,invalid,invalid,applicable
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Tufts University,MS,Data Analytics ,文理学院,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,MS,Data Analytics,工程学院,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,not applicable,只有一个有效回答,1,3,not_applicable,invalid,invalid
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,not applicable,Majority vote: 2/3,3,3,not_applicable,applicable,not_applicable
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
University of Rochester,MS,Data Science,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,,所有回答无效,0,3,invalid,invalid,invalid
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,invalid,applicable
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,applicable,只有一个有效回答,1,1,applicable,invalid,invalid
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
Northeastern University（Boston）,MPS,Analytics — Boston,专业研究学院,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University,MS,Master of Professional Studies in Analytics,东北大学（弗吉尼亚州阿灵顿）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://arlington.northeastern.edu/programs/analytics/,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
Northeastern University,MPS,Analytics — Oakland,东北大学（奥克兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://oakland.northeastern.edu/programs/master-of-professional-studies-in-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MPS,Analytics — Portland,东北大学（波特兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://roux.northeastern.edu/programs/master-of-professional-studies-in-analytics-portland-2/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Northeastern University,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,applicable,只有一个有效回答,1,3,invalid,invalid,applicable
Northeastern University,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,applicable,只有一个有效回答,1,3,invalid,invalid,applicable
Northeastern University,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,invalid,applicable
Northeastern University,MS,Analytics  ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
Northeastern University,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University,MS,Analytics ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,applicable,只有一个有效回答,1,3,invalid,invalid,applicable
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,,所有回答无效,0,3,invalid,invalid,invalid
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,,所有回答无效,0,3,invalid,invalid,invalid
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Florida State University,PHD,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Florida State University,MS,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,not applicable,所有2个有效回答一致,2,3,invalid,not_applicable,not_applicable
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,not applicable,所有2个有效回答一致,2,3,invalid,not_applicable,not_applicable
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Connecticut,M.S.,Data Science,文理学院,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
