排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
32,德克萨斯大学奥斯汀分校,"University of Texas, Austin","Austin, TX",计算科学，工程和数学,"Computational Science, Engineering, and Mathematics",计算工程与科学研究所,Oden Institute,https://www.oden.utexas.edu,Ph.D.,学生在广泛的领域进行研究，包括：科学计算、不确定性量化、机器学习、数值分析、优化、可视化、计算医学、计算地球科学、计算材料、计算生命科学、计算物理科学、计算力学、计算数学和计算工程.,,$90 ,秋季, 12月10日,3,79,6.5,可选，25年最新政策请见招生网址,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.oden.utexas.edu/academics/prospective-students/how-to-apply/,https://www.oden.utexas.edu/academics/phd-program/
33,加州大学欧文分校,"University of California, Irvine","Irvine, CA",数学硕士,Mathematics M.S.,物理科学学院,School of Physical Sciences,https://ps.uci.edu/,MS,,2年,$155,秋季,12月1日,3,80,7，小分不低于6,可选，但要求数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate
33,加州大学欧文分校,"University of California, Irvine","Irvine, CA",数学博士,Mathematics Ph.D.,物理科学学院,School of Physical Sciences,https://ps.uci.edu/,Ph.D.,,6年,$155,秋季,12月1日,3,80,7，小分不低于6,可选，但要求数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate
33,加州大学欧文分校,"University of California, Irvine","Irvine, CA",科学逻辑与哲学博士,Logic & Philosophy of Science Ph.D.,社会科学学院,School of Social Sciences,https://www.socsci.uci.edu/,Ph.D.,,,$155,秋季,12月15日,3,80,7，小分不低于6,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.lps.uci.edu/grad/admissions.php,https://www.lps.uci.edu/grad/overview.php
33,佐治亚理工学院,Georgia Institute of Technology,"Atlanta, GA",算法，组合和优化,"Algorithms, Combinatrics, and Optimization",计算机学院,,,Ph.D,"研究领域包括以下主题：

结构和拓扑图论
着色问题（包括四色定理)
图中的路径、循环和流
组合数学中的概率方法
图表上的概率
代数组合数学
计算代数和几何
分布式计算
算法复杂性
算法的设计和分析
近似算法
编码理论中的算法问题
容错计算
投票理论
航空公司机组人员和机队调度
并行计算
数学优化中的内点方法
凸体的几何形状
机器学习理论
其他相关领域",,$105,秋季,12月15日,,,,不要求数学科目考试,,通过以下三个部门之一申请：计算机学院；工业与系统工程；数学,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://aco.gatech.edu/admissions/admission-aco-program,https://aco.gatech.edu/
33,佐治亚理工学院,Georgia Institute of Technology,"Atlanta, GA",数学,Mathematics,科学学院,School of Mathematics,https://math.gatech.edu/,M.S.,,,$105,秋季,12月15日,3,96，小分不低于19,"7.0，阅读、听力和口语的最低分数为 6.5；写作的最低分数为 5.5,",可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs
33,佐治亚理工学院,Georgia Institute of Technology,"Atlanta, GA",数学,Mathematics,科学学院,School of Mathematics,https://math.gatech.edu,Ph.D,,,$105,秋季,12月15日,3,96，小分不低于19,"7.0，阅读、听力和口语的最低分数为 6.5；写作的最低分数为 5.5,",可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs
35,加州大学圣塔芭芭拉分校,"University of California, Santa Barbara","Santa Barbara, CA",应用数学硕士,Applied Mathematics  ,文理学院,Department of Mathematics,https://www.math.ucsb.edu/graduate,MA,,,$155 ,秋季,12月15日 ,3,80,7,要求，包括GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.graddiv.ucsb.edu/graduate-programs/departments/applied-mathematics,https://www.math.ucsb.edu/graduate/masters
35,加州大学圣塔芭芭拉分校,"University of California, Santa Barbara","Santa Barbara, CA",数学 ,Mathematics  ,文理学院,Department of Mathematics,https://www.math.ucsb.edu,MA,,,$155 ,秋季,12月15日 ,3,80,7,要求，包括GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/masters
35,加州大学圣塔芭芭拉分校,"University of California, Santa Barbara","Santa Barbara, CA",数学 ,Mathematics  ,文理学院,Graduate Division,https://www.graddiv.ucsb.edu,MA/PhD,,,$155 ,秋季,12月15日 ,3,80,7,要求，包括GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/phd
35,加州大学圣塔芭芭拉分校,"University of California, Santa Barbara","Santa Barbara, CA",数学 ,Mathematics  ,文理学院,College of Letters & Science,https://college.ucsb.edu,PHD,,,$155 ,秋季,12月15日 ,3,80,7,要求，包括GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.graddiv.ucsb.edu/graduate-programs/departments/mathematics,https://www.math.ucsb.edu/graduate/phd
35,纽约大学,New York University,"New York, NY",数学,Mathematics,文理研究生院,Graduate School of Arts & Science,https://gsas.nyu.edu,MS,,,$110,秋季,4月1日,要求,100,7,可选。GRE数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/
35,纽约大学,New York University,"New York, NY",数学,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,MS,,,$110,春季,11月1日,要求,100,7,可选。GRE数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/
35,纽约大学,New York University,"New York, NY",数学,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,MS,,,$110,夏季,4月15日,要求,100,7,可选。GRE数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/ms-gsas/ms-mathematics/
35,纽约大学,New York University,"New York, NY",数学,Mathematics,文理研究生院,Graduate School of Arts and Science,https://gsas.nyu.edu,Ph.D,,,$110,秋季,12月18日；1月4日,要求,100,7,可选。GRE数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://math.nyu.edu/dynamic/graduate/phd-mathematics/overview/
35,纽约大学,New York University,"New York, NY",数学-大气海洋科学,Mathematics-Atmosphere Ocean Science,文理研究生院,Courant Institute of Mathematical Sciences,https://cims.nyu.edu,Ph.D,,,$110,秋季,12月18日；1月4日,要求,100,7,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gsas.nyu.edu/admissions/arc/programs/mathematics.html,https://caos.cims.nyu.edu/dynamic/phd-program/overview/
35,纽约大学,New York University,"New York, NY",数学,Mathematics,工程学院,NYU Tandon School of Engineering,https://engineering.nyu.edu,MS,,,$90,秋季,12月1日；2月15日,3,90,7,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.nyu.edu/admissions/graduate/apply/requirements,https://engineering.nyu.edu/academics/programs/mathematics-ms
35,威斯康辛大学麦迪逊分校,"University of Wisconsin, Madison","Madison, WI",数学,Mathematics,文理学院,College of Letters & Science,https://ls.wisc.edu,MA,,,$81,秋季,3月15日,3,92，80-91可能会被录取，但需要入学后参加英语测试并参加课前语言课程,7.0，6.5可能会被录取，但需要入学后参加英语测试并参加课前语言课程,可选，数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/
35,威斯康辛大学麦迪逊分校,"University of Wisconsin, Madison","Madison, WI",数学,Mathematics,文理学院,Department of Mathematics,https://math.wisc.edu,MA,,,$81,春季,11月1日,3,92，80-91可能会被录取，但需要入学后参加英语测试并参加课前语言课程,7.0，6.5可能会被录取，但需要入学后参加英语测试并参加课前语言课程,可选，数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://guide.wisc.edu/graduate/mathematics/mathematics-ma/mathematics-foundations-advanced-studies-ma/#admissionstext,https://math.wisc.edu/graduate/master-of-arts-foundation-of-studies/
35,威斯康辛大学麦迪逊分校,"University of Wisconsin, Madison","Madison, WI",数学,Mathematics,文理学院,College of Letters & Science,https://ls.wisc.edu,PHD,,,$81,秋季,12月15日,3,92，80-91可能会被录取，但需要入学后参加英语测试并参加课前语言课程,7.0，6.5可能会被录取，但需要入学后参加英语测试并参加课前语言课程,可选，数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://guide.wisc.edu/graduate/mathematics/mathematics-phd/#admissionstext,https://math.wisc.edu/graduate/phd-program/
35,伊利诺伊大学厄本那-香槟分校,"University of Illinois, Urbana-Champaign","Champaign, IL",数学,Mathematics,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,PHD,申请者应具有强大的本科数学背景。博士学位通常需要四到六年的学习,,$90,秋季,12月15日,3.25,95，口语22，低于103入学需参加EPT考试,6.5，口语6.5.低于7.5入学需参加EPT考试,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics
35,伊利诺伊大学厄本那-香槟分校,"University of Illinois, Urbana-Champaign","Champaign, IL",数学:精算科学与风险分析,Mathematics:Actuarial Science & Risk Analytics ,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,PHD,该专业吸引对金融风险分析和数学精算应用有浓厚兴趣的学生，并为他们提供专业和学术生涯的先进分析工具。该专业的学生完成概率、风险建模和分析、数理统计、金融理论和生活意外事件或金融经济学精算模型的课程作业或专业考试。,,$90,秋季,12月15日,3.25,95，口语22，低于103入学需参加EPT考试,6.5，口语6.5.低于7.5入学需参加EPT考试,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.illinois.edu/admissions/graduate-admissions/apply-phd-program,https://math.illinois.edu/academics/graduate-program-mathematics
35,伊利诺伊大学厄本那-香槟分校,"University of Illinois, Urbana-Champaign","Champaign, IL",数学,Master's of Mathematical Sciences ,文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,MMS,数学硕士课程为学生提供了广泛的课程选择，可以为在工业界工作或在另一所大学攻读数学博士学位提供良好的准备。,,$90,秋季,12月15日,3,79，口语不低于20。低于103入学需参加EPT考试,6.5，低于7.5入学需参加EPT考试,可选，数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics
35,伊利诺伊大学厄本那-香槟分校,"University of Illinois, Urbana-Champaign","Champaign, IL",应用数学，硕士,"Applied Mathematics, MS",文理学院,College of Liberal Arts & Sciences,https://las.illinois.edu,MS,面向希望从事应用数学职业的学生。它也适合作为应用数学博士课程的准备。学生可以选择以下三个方向之一：优化和算法、科学应用或计算科学与工程。,,$90,秋季,12月15日,3,79，口语不低于20。低于103入学需参加EPT考试,6.5，低于7.5入学需参加EPT考试,可选，数学科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.illinois.edu/admissions/graduate-admissions/apply-ms-programs,https://math.illinois.edu/academics/graduate-program-mathematics
39,波士顿学院,Boston College,"Chestnut Hill, MA",数学,Mathematics,文理学院,Morrissey College of Arts and Sciences,https://www.bc.edu/content/bc-web/schools/morrissey.html,Ph.D.,,,$75,秋季,1月20日,要求,100,7,可选，科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.bc.edu/content/bc-web/schools/morrissey/graduate/admission.html#requirements,https://www.bc.edu/content/bc-web/schools/morrissey/departments/math/graduate.html
40,华盛顿大学,University of Washington,"Seattle, WA",应用数学,Applied Mathematics (MS),文理学院,College of Arts & Sciences,https://artsci.washington.edu,MS,旨在为学生提供应用数学多个领域的工作知识，其中可能包括特定的应用领域，以便为在工业或其他地方的富有成效的职业生涯做好准备，或为学生继续攻读博士学位做好准备。,,$90 ,秋季,1 月 13 日,3.2,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,可选，科目考试可选,不接受,需微分方程、线性代数和科学计算或数值分析先修课程要求,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-25,https://amath.washington.edu/masters-programs
40,华盛顿大学,University of Washington,"Seattle, WA",应用与计算数学理学硕士,Master of Science in Applied and Computational Mathematics,文理学院,College of Arts & Sciences,https://artsci.washington.edu,MS,应用和计算数学理学硕士 课程旨在为学生提供应用数学多个领域的工作知识，其中可能包括特定的应用领域，以便为在行业中的富有成效的职业生涯做好准备。,,$90 ,秋季,1 月 13 日,3.2,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,可选，科目考试可选,不接受,需微分方程、线性代数和科学计算或数值分析先修课程要求,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-15-25,https://amath.washington.edu/masters-programs
40,华盛顿大学,University of Washington,"Seattle, WA",应用数学（博士）,Applied Mathematics (PhD),文理学院,College of Arts & Sciences,https://www.artsci.washington.edu,PHD,应用数学哲学博士（Ph.D.）学位主要是一个研究学位，而不是作为课程工作的结果。学位的授予基于应用数学的熟练程度，以及完成博士论文所证明的进行独立调查的能力。本论文必须展示与重要应用领域相关的原始数学贡献。,,$90 ,秋季,12月1日；1 月 13日,3.2,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,可选，科目考试可选,不接受,需微分方程、线性代数和科学计算或数值分析先修课程要求,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program
40,华盛顿大学,University of Washington,"Seattle, WA",应用数学：高级数据科学,"Ph.D., Applied Mathematics: Advanced Data Science",文理学院,College of Arts & Sciences,https://artsci.washington.edu,PHD,,,$90 ,秋季,12月1日；1 月 13日,3.2,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,可选，科目考试可选,不接受,需微分方程、线性代数和科学计算或数值分析先修课程要求,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-AMATH-00-41,https://amath.washington.edu/phd-program
40,华盛顿大学,University of Washington,"Seattle, WA",数学 ,Mathematics (MA) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,MA,,,$90 ,秋季,只接受本校学生,3,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program
40,华盛顿大学,University of Washington,"Seattle, WA",数学 ,Mathematics (MS) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,MS,,,$90 ,秋季,只接受本校学生,3,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-25,https://math.washington.edu/graduate-program
40,华盛顿大学,University of Washington,"Seattle, WA",数学（博士） ,Mathematics (PhD) ,文理学院,College of Arts & Sciences,https://artsci.washington.edu,PHD,,,$90 ,秋季,12 月11 日,3,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,强烈推荐GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program
40,华盛顿大学,University of Washington,"Seattle, WA",数学（博士）-数据科学选项,Mathematics (PhD) —Data Science Option,文理学院,College of Arts & Sciences,https://artsci.washington.edu,PHD,,,$90 ,秋季,12 月11 日,3,92，低于92高于80需参加语言课程,7.0，低于7.0高于6.5需参加语言课程,强烈推荐GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program
40,罗格斯大学,"Rutgers University, New Brunswick","Piscataway, NJ",数学,Mathematics,文理学院,School of Arts and Sciences,https://sas.rutgers.edu,MS,,,$70 ,秋季,5月1日,要求,写作 22、口语 23、阅读 21、听力 17。,7,可选，建议进行研究生入学考试 (GRE) 数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description
40,罗格斯大学,"Rutgers University, New Brunswick","Piscataway, NJ",数学,Mathematics,文理学院,School of Arts and Sciences,https://sas.rutgers.edu/,MS,,,$70 ,春季,11月15日,要求,写作 22、口语 23、阅读 21、听力 17。,7,可选，建议进行研究生入学考试 (GRE) 数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG0QAI,https://www.math.rutgers.edu/academics/graduate-program/program-description
40,罗格斯大学,"Rutgers University, New Brunswick","Piscataway, NJ",数学,Mathematics,文理学院,School of Graduate Studies,https://gs.rutgers.edu,PHD,,,$70 ,秋季,12月15日,要求,写作 22、口语 23、阅读 21、听力 17。,7,可选，建议进行研究生入学考试 (GRE) 数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gFfQAI,https://www.math.rutgers.edu/academics/graduate-program/program-description
40,塔夫斯大学,Tufts University,"Medford, MA",数学,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu,MS,课程可能侧重于纯数学或应用数学,,$85,秋季,4月15日,要求,90,6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://asegrad.tufts.edu/program/mathematics-masters,https://math.tufts.edu/academics/graduate-programs/ms-mathematics
40,塔夫斯大学,Tufts University,"Medford, MA",数学,Mathematics,文理学院,Graduate School of Arts and Sciences,https://asegrad.tufts.edu,PHD,"特定的优势领域，包括：

代数、表示论、代数几何
分析和偏微分方程
计算与应用数学
动力系统
几何群论与拓扑
概率",,$85,秋季,12月15日,要求,90,6.5,不要求,不接受,注意：每年招收纯数学和应用数学轮替进行。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://asegrad.tufts.edu/program/mathematics-doctorate,https://math.tufts.edu/academics/graduate-programs/phd-mathematics
43,波士顿大学,Boston University,"Boston, MA",数学,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/cas/,MA,,,$95,秋季,3月15日,要求,100，小分推荐不低于25,7,不要求,不接受,具有相当于纯数学或应用数学的本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.bu.edu/math/ma-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/
43,波士顿大学,Boston University,"Boston, MA",数学,mathematics,艺术与科学学院,College of Arts & Sciences,https://www.bu.edu/cas/,Ph.D,,,$95,秋季,1月6日,要求,100，小分推荐不低于25,7,不要求,不接受,具有相当于纯数学或应用数学的本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.bu.edu/math/phd-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/
43,俄亥俄州立大学,"Ohio State University, Columbus","Columbus, OH",数学,Mathematics,文理学院,College of Arts and Sciences,https://artsandsciences.osu.edu/,PHD,提供两个方向，一个是理论数学，一个是应用数学,,$5,秋季,12月5日 ,3,95，口语20,7.0，口语6.5,不要求，25年最新政策请见招生网址,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gpadmissions.osu.edu/programs/program.aspx?prog=0129#&&tab=apply,https://math.osu.edu/grad/future/phd
43,普渡大学西拉法叶分校,"Purdue University, West Lafayette","West Lafayette, IN",数学,Mathematics,理学院,College of Science,https://www.purdue.edu/science/,MS,仅提供课程选项，没有论文项目,,$75,秋季,1月1日,3,80，写作口语18，阅读19，听力14,6.5，阅读6.5，听力口语6.0，写作5.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html
43,普渡大学西拉法叶分校,"Purdue University, West Lafayette","West Lafayette, IN",数学,Mathematics,理学院,,,PHD,,,$75,秋季,1月1日,3,80，写作口语18，阅读19，听力14,6.5，阅读6.5，听力口语6.0，写作5.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html
43,普渡大学西拉法叶分校,"Purdue University, West Lafayette","West Lafayette, IN",数学和计算心理学,Mathematical and Computational Psychology,健康与人文科学学院,College of Health and Human Sciences,https://hhs.purdue.edu/,PHD,,,$75,秋季,12月1日,3,80，写作口语18，阅读19，听力14,6.5，阅读6.5，听力口语6.0，写作5.5,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/mcps.html,https://hhs.purdue.edu/graduate-programs/mathematical-and-computational-psychology/
46,马里兰大学学院公园分校,"University of Maryland, College Park","College Park, MD",应用数学,Applied Mathematics,计算机、数学与自然科学学院,College of Computer,https://cmns.umd.edu/,MS,将数学基础与应用领域的研究相结合,,$75 ,秋季,12月17日,3,96，口语22、听力24，阅读26，写作24；低于以上分数需要参加课前语言,7.0，口语6.5，其余小分7.0；低于以上分数需要参加课前语言,可选，科目考试可选但强烈建议,不接受,要求申请人有强大的数学背景，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html
46,马里兰大学学院公园分校,"University of Maryland, College Park","College Park, MD",应用数学,Applied Mathematics,计算机、数学与自然科学学院,College of Computer,https://cmns.umd.edu,PhD,将数学基础与应用领域的研究相结合,,$75 ,秋季,12月17日,3,96，口语22、听力24，阅读26，写作24；低于以上分数需要参加课前语言,7.0，口语6.5，其余小分7.0；低于以上分数需要参加课前语言,可选，科目考试可选但强烈建议,不接受,要求申请人有强大的数学背景，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html
46,马里兰大学学院公园分校,"University of Maryland, College Park","College Park, MD",数学,Mathematics,计算机、数学与自然科学学院,College of Computer,https://cmns.umd.edu,PhD,一般领域：代数和数论、复分析、逻辑、数值分析、常微分方程和动力系统、偏微分方程、实数和泛函分析、统计学、概率、拓扑和几何. ,,$75 ,秋季,12月10日,3,96，口语22、听力24，阅读26，写作24；低于以上分数需要参加课前语言,7.0，口语6.5，其余小分7.0；低于以上分数需要参加课前语言,可选，科目数学考试可选 ,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.umd.edu/computermathematicalnatural-sciences/math,https://www-math.umd.edu/graduate/prospective-students/general-information.html
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学, Mathematics,文理学院,College of Arts & Sciences,https://artsci.tamu.edu/,Ph.D,学生应该广泛接触研究生水平的数学，以及在专业领域进行数学研究的经验。,,$114 ,秋季,12月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学, Mathematics,文理学院,College of Arts and Sciences,https://liberalarts.tamu.edu/,Ph.D,学生应该广泛接触研究生水平的数学，以及在专业领域进行数学研究的经验。,,$114 ,春季,8月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学：教学方向, Mathematics：Teaching track,文理学院,College of Arts & Sciences,https://artsci.tamu.edu,MS,,,$114 ,秋季,5月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学：教学方向, Mathematics：Teaching track,文理学院,College of Arts & Sciences,https://artsci.tamu.edu,MS,,,$114 ,春季,9月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学, Mathematics,文理学院,College of Arts and Sciences,https://artsandsciences.tamu.edu/,MS,,,$114 ,秋季,5月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
