大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,课程网址,处理状态,有效URL数量,置信度分数,发现课程编号
University of Southern California,M.S.,Applied Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,规则选择完成 (置信度: 195; 发现12个课程编号; 学科: cs_data),2,195,DSCI 551; DSCI 552; DSCI 553; DSCI 510; DSCI 549
University of Southern California,M.S.,ECE-Machine Learning and Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://catalogue.usc.edu/preview_program.php?catoid=18&poid=22501,单一URL验证通过 (置信度: 75),1,75,
University of Southern California,M.S.,ECE-Machine Learning and Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHiVT6lElTOznCVIR8MeBfXeTMdzs9_o_cQo6FWi9-tWCVM2w0KLrIWbeVb4CcvJrSEfmtOLydbX7dLGJUH0UumyYlz7JxXz3o9fxjvAF7u0UH6VwmjTwZKlRTP9gG98OxhIFfKwgMgXYSKa3Za3fCMdrFmXHQmPTvSXyPVB49CqAvytPFQ-QlmsCo=,规则选择完成 (置信度: 100),2,100,
University of Southern California,M.S.,Analytics,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,单一URL验证通过 (置信度: 180),1,180,ISE 529; ISE 530; ISE 558; ISE 580; ISE 525
University of Southern California,M.S.,Analytics,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,单一URL验证通过 (置信度: 180),1,180,ISE 529; ISE 530; ISE 558; ISE 580; ISE 525
University of Southern California,M.S.,Mathematical Data Science M.S.,文理学院,https://dornsife.usc.edu/math-data-science/admissions-2/,https://dornsife.usc.edu/math-data-science/,,所有URL内容获取失败,0,0,
"University of Texas, Austin", Ph.D.,Electrical and Computer Engineering ,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,,所有URL内容获取失败,0,0,
"University of Texas, Austin", Ph.D.,Electrical and Computer Engineering ,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,,所有URL内容获取失败,0,0,
"University of Texas, Austin",MSE ,Electrical and Computer Engineering,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGcYgXB3tIzpHKQado-IBwc1sJ1mNrhYFJqVvayFtunBSX9ibWqRD3b6bi8OSM9r6PXOqUQnTIRdPSvVkG8Q22XUQJH0UcL-KShmGiCv0m8fglcHwiOpR8BQI1hqZe26gPhlJK7GP9Gyyb16MEGagkhOPt1rtHDFAC0CQF5xH1G3yV6vkg8IdlqOMAohS0bNNdY5U6AyM1nko_UlQNsSaq2kPd15Gejp_hECOtPBiM=,单一URL验证通过 (置信度: 78),1,78,
"University of Texas, Austin",MSE ,Electrical and Computer Engineering,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,,所有URL内容获取失败,0,0,
"University of California, Irvine",MDS,Master of Data Science,信息与计算机科学学院,https://mds.ics.uci.edu/overview/admissions/,https://mds.ics.uci.edu/,,单一URL验证失败 (置信度: 13),1,0,
Georgia Institute of Technology,MS,Analytics,商学院,https://www.analytics.gatech.edu/admissions,https://www.analytics.gatech.edu/,,所有URL内容获取失败,0,0,
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,,所有URL内容获取失败,0,0,
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,,所有URL内容获取失败,0,0,
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,,所有URL内容获取失败,0,0,
New York University,Ph.D,Data Science ,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/phd-curriculum/,,所有URL内容获取失败,0,0,
New York University,MS,Data Science ,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-curriculum/,,所有URL内容获取失败,0,0,
New York University,MS,Data Science （Industry Concentration）,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-industry-concentration/,,所有URL内容获取失败,0,0,
New York University,MS,MS in Data Analytics & Business Computing,商学院,https://stern.shanghai.nyu.edu/en/admissions/ms-data-analytics-and-business-computing/application-checklist,https://stern.shanghai.nyu.edu/en/program/ms-data-analytics-business-computing,,所有URL内容获取失败,0,0,
"University of Wisconsin, Madison",M.S.,MS – Data Engineering,文理学院,https://guide.wisc.edu/graduate/computer-sciences/data-engineering-ms/#admissionstext,https://www.cs.wisc.edu/our-graduate-degrees-programs/,https://guide.wisc.edu/graduate/computer-sciences/data-engineering-ms/#admissionstext,单一URL验证通过 (置信度: 250),1,250,SCI 739; SCI 744; SCI 764; SCI 774; SCI 540
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,单一URL验证通过 (置信度: 245),1,245,MATH 221; MATH 222; MATH 234; MATH 421; MATH 340
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,单一URL验证通过 (置信度: 245),1,245,MATH 221; MATH 222; MATH 234; MATH 421; MATH 340
"University of Wisconsin, Madison",MS,Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/ms-datascience/,https://guide.wisc.edu/graduate/statistics/data-science-ms/#admissionstext,单一URL验证通过 (置信度: 240),1,240,MATH 221; MATH 222; MATH 340; MATH 345; SCI 220
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF7cgdQQLgGZN8TWhH_Wwgvz-MED5k7mRMzMVqT67cREet51p3MM6qSNUwnJsiWHSgXngwF2fYPX-AaM6w8iTVRZLACrMeYsBsY3UK4GBYcUfjVNR6xOZuwWyKfwciVbpx06gjuNt1tDRLL4GP04bDtUAxm6O09HdOtPlq1jIoqoAZwQSJmMJUeEcvIFTygxU9sIqDeqcddKLXVVQMxkp-jpEnM,"规则选择完成 (置信度: 225; 发现15个课程编号; 学科: cs_data, math_stat)",3,225,CEE 492; CEE 420; CEE 421; CEE 422; CEM 500
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFTCpyRSi78GtU-ggTlxsTN0b0O_JRKyRcvS6vGCisY1KcIt6tEMF4uihz6LmkVlDn4SD10M2QFkcB7Xg7D5FgCKkW3K5RxfDwjKLokqGEGx_REhUxjD71OeJwROXAeXTuiHrc1Ur9iFvE3gJ3VGy4GJ7_jG04bYmkpgN6SBo9H1aFGjQk2q1Z4OgSNaUkROW07cMya17vKXAGVV3ci0-ofux0=,"规则选择完成 (置信度: 225; 发现15个课程编号; 学科: cs_data, math_stat)",2,225,CEE 492; CEE 420; CEE 421; CEE 422; CEM 500
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,,所有URL内容获取失败,0,0,
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,,所有URL内容获取失败,0,0,
"University of Illinois, Urbana-Champaign",,Data Science & Engineering (DSE),工程学院,,https://cse.illinois.edu/cse-educational-programs/dse-graduate-concentration/,,所有URL内容获取失败,0,0,
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,,所有URL内容获取失败,0,0,
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,,所有URL内容获取失败,0,0,
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,单一URL验证通过 (置信度: 235),1,235,MATH 257; STAT 400; STAT 410; STAT 510; STAT 425
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,单一URL验证通过 (置信度: 235),1,235,MATH 257; STAT 400; STAT 410; STAT 510; STAT 425
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,单一URL验证通过 (置信度: 155),1,155,ADEC 7320
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,单一URL验证通过 (置信度: 155),1,155,ADEC 7320
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,单一URL验证通过 (置信度: 155),1,155,ADEC 7320
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,https://www.washington.edu/datasciencemasters/curriculum/,单一URL验证通过 (置信度: 170),1,170,
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,https://math.washington.edu/phd-advanced-data-science-option,单一URL验证通过 (置信度: 58),1,58,STAT 509; STAT 512; STAT 513; CSE 546; STAT 535
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,,所有URL内容获取失败,0,0,
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,,单一URL验证失败 (置信度: 29),1,0,
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,,所有URL内容获取失败,0,0,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,https://www.business.rutgers.edu/masters-information-technology-analytics/curriculum,规则选择完成 (置信度: 73),2,73,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,https://www.business.rutgers.edu/masters-information-technology-analytics/curriculum,单一URL验证通过 (置信度: 73),1,73,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-degree-requirements,单一URL验证通过 (置信度: 184),1,184,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,,所有URL内容获取失败,0,0,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-degree-requirements,单一URL验证通过 (置信度: 184),1,184,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,https://msds-stat.rutgers.edu/program-requirements,单一URL验证通过 (置信度: 140),1,140,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,,所有URL内容获取失败,0,0,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFGH33XFuRB8EOjEjElPUOdSABAH1nGWVflZ-lB9AAKuPxiwzFByVgaBo-2xw0WJno_D9yYXycVtDigTg3ARGoRitxBeyo3pD3v_TW78_d4TonBrqZw8o2b3A-T71ybsuuoxGX7nuLSd-ujmMeFvi53CHphWL_VwuDrc4Y2U8Ln5xUmXS-gx_Mu,规则选择完成 (置信度: 169),2,169,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF_Gj7KniIX-KrLNPjCaiKDlq7QENjVLu2hgS-q4MU9z8THunS5WrdHDVkA2SC2XqD_EHKJc7D_7cZbMt-0pgG4nzOsyO-HvqI_CZ2u7Bhkd6Uxwk7Yv0nFPY5F2XXycDI6OICFliF8ju6tHv1fTZhPpvx8wYn9xkBAZQRd6wuGICPMgz15il-2,单一URL验证通过 (置信度: 169),1,169,
Tufts University,MS,Data Analytics ,文理学院,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,https://as.tufts.edu/dataanalytics/academics/masters-program/ms-data-analytics,"规则选择完成 (置信度: 166; 发现13个课程编号; 学科: cs_data, math_stat)",2,166,DATA 200; DATA 201; DATA 202; DATA 220; DATA 299
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,https://engineering.tufts.edu/datascience/academics/ms-data-science,单一URL验证通过 (置信度: 70),1,70,
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,https://engineering.tufts.edu/datascience/academics/ms-data-science,单一URL验证通过 (置信度: 70),1,70,
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,https://www.bu.edu/cs/masters/program/cs/,单一URL验证通过 (置信度: 133),1,133,CS 611; CS 630; CS 551; CS 552; CS 561
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,https://www.bu.edu/mssp/degree-requirements/,单一URL验证通过 (置信度: 197),1,197,
Boston University,MS,Data Analytics,工程学院,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,,所有URL内容获取失败,0,0,
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,规则选择完成 (置信度: 62),2,62,
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-curriculum/,单一URL验证通过 (置信度: 202),1,202,CS 561; CS 660; CS 528; CS 551; CS 505
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,,所有URL内容获取失败,0,0,
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,,所有URL内容获取失败,0,0,
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,,所有URL内容获取失败,0,0,
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,,所有URL内容获取失败,0,0,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,https://ise.osu.edu/degrees/curriculum-ise-elective-tracks,单一URL验证通过 (置信度: 195),1,195,ISE 4900; ISE 5811; ISE 5812
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,,无有效URL,0,0,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,https://ise.osu.edu/degrees/curriculum-ise-elective-tracks,单一URL验证通过 (置信度: 195),1,195,ISE 4900; ISE 5811; ISE 5812
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,https://cmns.umd.edu/graduate/science-academy/data-science/masters,单一URL验证通过 (置信度: 130),1,130,DATA 601; DATA 602; DATA 603; DATA 604; DATA 607
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,规则选择完成 (置信度: 202; 发现8个课程编号; 学科: cs_data),2,202,STAT 601; STAT 651; CSCE 601; STAT 610; STAT 630
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,单一URL验证通过 (置信度: 202),1,202,STAT 601; STAT 651; CSCE 601; STAT 610; STAT 630
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,,无URL达到课程页面标准，最高置信度: 46,2,0,
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHPePwngyb68RRNXUh-O4QeixE-6LEWTrQUGnvCS971Fit-5qFDi7bS_aWGCihbDbXqEowOBipSbZlTugZfgBUIQHLI4Twi5q5ZGCfan1B7vbzbN6T6lLuekqC92pqXrwIqafGz36_ZGNNu4XPpBdh4XgUBKzVHHBm_6nHXKUXYqOn2S9gdpjXwVSDpuZT0I9R89Y0L5DSoZfEXbQ61XdPSg6g=,单一URL验证通过 (置信度: 340),1,340,SOPH 680
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,,所有URL内容获取失败,0,0,
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,https://engineering.lehigh.edu/datascience/academics/masters-science,单一URL验证通过 (置信度: 170),1,170,DSCI 310; DSCI 311; DSCI 321; DSCI 411; DSCI 421
University of Rochester,MS,Data Science,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,,所有URL内容获取失败,0,0,
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,,所有URL内容获取失败,0,0,
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.stat.uga.edu/masters-degree-data-science,单一URL验证通过 (置信度: 195),1,195,STAT 2000; STAT 4210; CSCI 1301; CSCI 2150; CSCI 2720
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.stat.uga.edu/masters-degree-data-science,单一URL验证通过 (置信度: 195),1,195,STAT 2000; STAT 4210; CSCI 1301; CSCI 2150; CSCI 2720
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.stat.uga.edu/masters-degree-data-science,单一URL验证通过 (置信度: 195),1,195,STAT 2000; STAT 4210; CSCI 1301; CSCI 2150; CSCI 2720
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,MPS,Analytics — Boston,专业研究学院,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,单一URL验证通过 (置信度: 170),1,170,ITC 6000; ALY 6000; ALY 6080; ALY 6980; ALY 6020
